data,Hate,length,laughs,bad_words,misspell
"['estamos', 'crescer.', 'assim', 'continuaremos.', 'cada', 'vez', 'mais!\n#pnr', 'https://t.co/acrl7l2gbu']",0,83,0,0,9
"['são', 'tantas', '""pesssoas""', 'têm', 'três', '""s"".\nclaro,', '""tolerantes""', 'democratas.\n#forçatrump', 'https://t.co/jjqqbsbm4v']",0,118,0,0,14
"['@lusa_noticias', '\ntem', 'boa', 'solução:', 'arranje', 'ovni.', 'https://t.co/rqbfoza51w']",0,73,0,0,8
"['meninas,', 'cheguem-se', 'frente,', 'merece.\ne', 'têm', 'hipótese', 'dia', '31', '""popular""', 'alvalade', 'partir', 'dia', '4…', 'https://t.co/rmn3mcljvr']",0,140,0,0,24
"['concurso', '""miss"":', 'falta', 'respeito', 'mulher', 'própria', 'mulher.\nmulher-objecto?', 'futilidade', 'pura.', 'https://t.co/yvhge6uxdl']",0,125,0,0,14
"['nunca', 'vi', 'imprensa', 'nacional', 'tão', 'descarada', 'parcial.', 'virou', 'torcida', 'arquibancada.', 'patético!', '\n\naliás,', 'democrática…', 'https://t.co/tolvytnnzr']",0,140,0,0,19
"['afinal', 'constituição', 'república', 'feita', 'senhores,', 'serve', 'quê?', 'é', 'ser', 'violada?\nhttps://t.co/juaodqazm']",0,120,0,0,17
"['aguarela', 'muitos', 'anos.\n#salazar', 'https://t.co/n00xtl4aic']",0,58,0,0,5
"['o', 'arranque', 'do""overdose', 'de', 'tourette-on', 'the', 'road""', 'prestes', 'acontecer:\n-4', 'fev,figueira', 'foz.\ninfo:\nreservas@ca…', 'https://t.co/xzaoqimpdt']",0,140,0,0,18
"['quem', 'diz', 'devemos', 'comer', 'ovos', 'porque', 'comer', 'aborto', 'nojento,', 'nunca', 'viu', 'ambiente', 'discoteca', '6', 'manhã']",0,138,0,1,27
"['tanto', 'dinheiro', 'mal', 'gasto', 'pilhado', 'dirigentes', 'podendo', 'devendo', 'ser', 'aplicado', 'investigação', 'científica.', 'som…', 'https://t.co/1ra6voyxfc']",0,140,0,0,19
"['o', 'batáguas', 'vai', 'ter', 'fazer', 'joana', 'https://t.co/mamyuhv6rt']",0,72,0,0,10
"['vá', 'lá,', 'hoje', 'programa', '""prós', 'contras""', '@rtppt,', 'sobre', 'eutanásia,', 'foi,', 'habitualmente,', 'prós-e-prós,', 'interessante,']",0,133,0,0,20
"['sempre', 'somar', 'aspectos', 'positivos!\npensa', 'linha', 'todos', 'partidos', 'nacionalistas', 'europeus.', 'excelente!…', 'https://t.co/mhs0oumejn']",0,130,0,0,16
"['o', '#blocoesquerda,', 'ponta-de-lança', 'cultura', 'morte,', 'quer', 'agora', 'legalizar', 'eutanásia.\npor', 'mim', 'defendo', 'vida', 'dignidade.\n@esquerdanet']",0,140,0,1,20
"['vai', 'continuar', 'encolher', 'ombros', 'vai', 'mudar', 'apoiar', '#pnr?', 'https://t.co/8ucbj0ywm']",0,88,0,0,13
"['a', 'grande', 'imprensa', 'população', 'esquerdista', 'mostram', 'quão', 'democráticos', 'sequer', 'deixar', 'trump', 'começar', 'trabalhar!']",0,119,0,0,18
"['não', 'devia', 'boiar', 'condições', 'https://t.co/lccov1zrgc']",0,52,0,0,6
"['um', 'cada', 'dois', 'dias,', 'absurdo', 'total!!', 'já', 'imprensa', 'prefere', 'fazer', 'carinha', 'nojo', 'trump...', 'https://t.co/vqqomv0lqn']",0,121,0,1,18
"['junte-se', 'mim', 'vivo', '@whitehouse', '(casa', 'branca).', 'https://t.co/cdkbfar3wu']",0,76,0,0,9
"['triste', 'verdade', 'tantos', 'teimam', 'querer', 'ver.\nquanto', 'tarde', 'reverter', 'situação,', 'difícil', 'será.…', 'https://t.co/qsfabbywwj']",0,137,0,0,21
"['#blocoesquerda,', 'promotor', 'eutanásia,', 'tema', 'programa', 'eleitoral.', 'isto', 'honesto?\n@esquerdanet', 'https://t.co/cyyccdkpj4']",0,140,0,0,17
"['assim,', 'sim!', 'uma', 'voz', 'lúcida', 'cúpula', 'igreja', 'católica!\n#lahore', 'https://t.co/4qg6o2khbr']",0,88,0,0,13
"['estão', 'todos', 'perguntando', 'veto', 'não.', 'chame', 'quiser,', 'objetivo', 'manter', 'marginais', '(com', 'péssimas', 'intenções)', 'país!']",0,137,0,1,26
"['rt', '@jpintocoelho60:', 'triste', 'verdade', 'tantos', 'teimam', 'querer', 'ver.\nquanto', 'tarde', 'reverter', 'situação,', 'difícil', 'será.\n#islão…']",0,140,0,0,23
"['rt', '@vitormramalho:', 'a', 'censura', 'portugal', 'https://t.co/8qkcactktd']",0,64,0,0,6
"['rt', '@rpsantos1970:', 'existem', 'portugueses', 'passar', 'fome,', 'homens,', 'mulheres', 'crianças...', 'culpa', 'governa,', 'daqueles', 'qu…']",0,140,0,1,23
"['o', '""bullying""', 'hipócritas', 'comunicação', 'social', 'diversos', 'sectores', 'sociedade.\nforça,', '@realdonaldtrump', 'https://t.co/bixhoc18sl']",0,135,0,0,15
"['olha', 'nível', 'noticiário', 'maiores', 'jornais', 'país!!!', 'é', 'sério', 'gente', 'paga', 'pra', 'ler', 'isso???', 'https://t.co/7tqxq81ey6']",0,134,0,0,24
"['com', 'miguel', 'relvas', 'conselho', 'leonino', 'sporting', 'títulos', 'garantidos!', 'e', 'necessário', 'for,', 'pede', 'umas', 'equivalências', 'lusófona...']",0,138,0,0,21
"['rt', '@cremeacido:', 'tempestade', 'chegou', 'continente', 'https://t.co/f9k6veiapu']",0,76,0,0,8
"['não', 'pode', 'ser', 'séria', 'chamada...', '\n\nquer', 'dizer', 'que', 'ônibus', 'resolve', 'pegar', 'fogo', 'assim', 'do', 'nada??!?', 'https://t.co/r9pg0n75kl']",0,119,0,0,18
"['@drduarte1974', '@alexandregarcia', 'aparentemente', 'vc', 'mta', 'necessidade', 'vir', 'falar', 'pra', 'mim', 'agora', 'ja', 'falou', 'pode', 'parar', 'né']",0,124,0,0,19
"['ontem,', 'representantes', '#flecfac:', 'dirigente', '#carlospuna', '(ao', 'meio).\no', '#pnr', 'apoia', 'causa', 'cabindas,', 'traído…', 'https://t.co/6afttxt0kb']",0,140,0,0,20
"['rt', '@allinoneguypt:', 'macho', 'tuga!', 'https://t.co/7pbzf5fnf']",0,54,0,0,4
"['se', 'uc', 'berkeley', 'aceita', 'liberdade', 'expressão', 'ataca', 'inocentes', 'ponto', 'vista', 'diferente', '-', 'cortamos', 'o', 'financiamento', 'federal?']",0,133,0,0,21
"['grande', 'honra', 'comparecer', 'ontem', 'recebimento', 'restos', 'mortais', 'ryan', 'owens', 'filha', 'ivanka.', 'um', 'grande', 'corajoso', 'homem-obrigado!']",0,138,0,0,20
"['interessante:\npor', 'promiscuidade', 'masculina', '‘natural’', 'mito,', 'segundo', 'bióloga', 'https://t.co/jafh0ckyxk']",0,113,0,0,15
"['@joao_estela', 'mesmo,', 'permite', 'evoluir!']",0,51,0,1,7
"['o', 'cara', 'muda', 'turma', 'manhã,', 'tarde', 'vira', 'relator', 'lava', 'jato.', 'tem', 'treta', 'não,', 'imagina...', 'https://t.co/3xnjgagaj9']",0,120,0,0,20
"['é', 'claro,', 'afinal', 'acima', 'bem', 'mal!', 'até', 'pq', 'nunca', 'vistoriou', 'obra', 'apartamentos', 'terceiros??', 'https://t.co/aimo1ysfcx']",0,135,0,0,21
"['amanhã', 'sexta-feira', 'ou,', 'diria', 'cgtp,', 'excelente', 'dia', 'convocar', 'greves', 'função', 'pública.']",0,100,0,0,17
"['rt', '@lizcgoodwin:', 'sen.', 'john', 'mccain', 'called', ""australia's"", 'ambassador', 'today', 'to', 'express', '""unwavering', 'support.""', 'follows', 'reports', 'of', 'tense', 'trump', 'call…']",0,139,0,0,19
"['rt', '@jumagalhaesbh:', 'a', 'maior', 'prova', 'honestidade', '@jairbolsonaro', 'quantidade', 'votos', 'câmara.']",0,113,0,0,18
"['rt', '@pmraimundo:', 'diz', 'drogas.', 'https://t.co/7iyamhq3lh']",0,58,0,0,6
"['rt', '@mayalamberti:', 'olhem', '3', 'carinho', '♥️', 'https://t.co/0ghwdvipap']",0,66,0,0,10
"['rt', '@theweeknd:', '.@hm', '⚡️', 'https://t.co/1yo6z1umvq']",0,46,0,0,6
"['rt', '@isingloureed:', 'o', 'item', '3', 'dessa', 'lista', 'ser', 'impresso', 'distribuído!', 'sofri', 'síndrome', '""tenho', 'amigos', 'homens', 'mulheres""…']",0,139,0,0,26
"['na', 'hora', 'votar', 'bolsonaro', 'todos', 'políticos', 'corruptos.', 'na', 'hora', 'votar', 'impeachment', 'não.', 'parabéns…', 'https://t.co/ojg0ku0gjw']",0,140,0,1,22
"['sim,', 'arnold', 'schwarzenegger', 'fez', 'péssimo', 'trabalho', 'governador', 'california', 'ainda', 'pior', 'aprendiz...mas', 'menos', 'esforçou!']",0,135,0,0,19
"['o', 'iran', 'brincando', 'fogo', '-', 'agradecem', 'quão', '""legal""', 'presidente', 'obama', 'eles.', 'porque', 'serei!']",0,121,0,0,21
"['obrigado', 'primeiro', 'ministro', 'austrália', 'falar', 'verdade', 'sobre', 'educada', 'conversa', 'mídia', 'notícias', 'falsas', 'distorceu.', 'ótimo!']",0,140,0,0,23
"['existem', 'várias', 'formas', 'noticiar', 'assunto.', 'infelizmente,', 'alguns', 'escolhem', 'pior.', 'felizmente,', 'outros', 'não.', 'https://t.co/gkjeyzrsdb']",0,137,0,0,16
"['o', 'racismo', 'mulheres', 'negras', 'latinas', 'sofrem', 'áreas', 'ciência,', 'tecnologia,', 'engenharia', 'matemática', '&gt;', 'https://t.co/tpqo635n7z']",1,133,0,0,17
"['rt', '@rpsantos1970:', 'vamos', 'lá', 'ver', 'entendi...\no', 'pan', 'contra', 'eutanásia', 'animais,', 'favor', 'legalização', 'eutanásia', 'seres…']",0,139,0,0,26
"['rt', '@amrahmed1717:', 'بنكتب', 'تويتات', 'بعد', 'ماتشات', 'الزمالك', 'ومبتنزلش', '\nبنكتب', 'تويتات', 'بعد', 'ماتشات', 'المنتخب', 'وبرده', 'مبتنزلش\n😂😂😂😂', '#باصي_لعفيفي', 'https://t.co/w…']",0,140,0,0,108
"['a', '@fernandalimabah', 'programa', 'sexo', 'acham', 'absurdo', 'famílias', 'falarem', 'abertamente', 'sexo', 'casa.', '\n\naté', 'pq', 'certamente...']",0,138,0,0,25
"['...senta', 'mesa', 'pergunta', 'p/', 'filho', 'masturbou', 'hj,', 'pergunta', 'transa', 'papai.\n\nhipócritas!', '@fernandalimabah']",0,140,0,2,25
"['sócrates', 'processa', 'estado', 'português.', 'mas,', 'provar', 'inocência,', 'irá', 'doar', 'indemnização', 'recebida', 'abater', 'dívida', 'pública.']",0,135,0,0,22
"['rt', '@vitormramalho:', 'coimbra:', 'instrutor', 'artes', 'marciais', 'candidato', 'pnr', 'câmara', 'https://t.co/xsdppsmirx']",0,107,0,0,13
"['falou', '""populista""', 'sei', 'turma', ""'fake"", ""news'"", 'retardado!', 'https://t.co/dr87lj0zbg']",0,88,0,0,12
"['agradece-se', 'empurrão', 'vindo', 'outro', 'lado', 'atlântico', 'dar', 'golpe', 'misericórdia', 'famigerada', '@uniao_europeia', '\n#brexit', '#pexit']",0,137,0,0,20
"['o', '#pnr,', 'contrário', 'desinteresse', 'demais', 'partidos', 'órgãos', 'soberania,', 'apoia', 'justa', 'luta', 'cabindas.\nhttps://t.co/zwf4xkvke']",0,140,0,0,20
"['além', 'tremenda', 'baboseira,', 'quantidade', 'erros', 'português', 'absurda!', 'qq', 'meio', 'comunicação', 'sério', 'vergon…', 'https://t.co/gl3iqhkscg']",0,140,0,0,20
"['vamos', 'tornar', 'a', 'américa', 'grande', 'novamente!', 'https://t.co/nfknplmiqp']",0,64,0,0,6
"['que', 'rumo', 'tomando', 'juiz', 'pode', 'interromper', 'veto', 'seg.', 'interna', 'qlqr', 'um,', 'mal', 'intencion…', 'https://t.co/xaunpzosot']",0,140,0,0,22
"['nas', 'redes', 'sociais,', 'ativistas', 'criaram', '""vaquinha""', 'ajudar', 'pagamento', 'dívidas.', 'até', 'publicação...', 'https://t.co/x7lak54k62']",0,136,0,0,18
"['a', 'bazófia', 'jesus', 'tão', 'grande', 'que,', 'assumir', 'erros,', 'abafa', 'palhinha!...']",0,93,0,0,17
"['italian_leagueone:allegri:', '""great', 'night', 'of', 'football', 'on', 'the', 'way""', 'https://t.co/2oxbinrptj', 'https://t.co/9tc67bk7w']",1,111,0,0,9
"['go', 'retrouver', 'la', 'civilisation']",0,28,0,0,3
"['rt', '@newsbeatportal:', 'ibb', 'returns', 'to', 'nigeria', 'after', '7', 'weeks', 'medical', 'vacation', 'abroad', '-', 'https://t.co/3sqs42qnny']",1,106,0,0,13
"['não', 'acredito', 'juiz', 'colocaria', 'país', 'tal', 'risco.', 'se', 'algo', 'acontecer,', 'culpe-o', 'junto', 'sis.', 'legal.', 'estã…', 'https://t.co/cta8g3dzjp']",0,140,0,1,23
"['o', 'arranque', 'tour', '""overdose', 'tourette', '-otr""', 'assim.\na', 'caravana', 'segue', 'dia', '10', 'vila', 'real', 'dia', '11', 'a…', 'https://t.co/vkp9wz5sa8']",0,140,0,0,25
"['serei', 'entrevistado', '@oreillyfactor', '4:00', 'pm', '(antes', 'pre-game', 'show', '#superbowl', ')', 'fox', 'network.', 'divirta-se!', 'https://t.co/t7oltfi2wr']",0,140,0,0,18
"['assista', '#superbowl', 'então', 'continuamos', 'a:', 'tornar', 'a', 'américa', 'grande', 'novamente!', 'https://t.co/x5q81zwwt5']",0,102,0,0,12
"['o', '@showdavida', 'dose', 'diária', 'anti-trumpismo.', '\n\nquando', 'vão', 'fazer', 'reportagem', 'sobre', '16', 'países', 'proíbem', 'entrada', 'israelenses??']",0,137,0,0,24
"['rt', '@renatamotta:', 'quando', 'ônibus', 'lotado', 'faz', 'curva', 'https://t.co/okk3tvablx']",0,76,0,1,10
"['soros', 'györgy', 'kossuth', 'tér', 'sarkáról', 'bujtogatta', 'fizetésemeléstől', 'mámoros', 'tüntetőket', 'https://t.co/kfwmdmce4z']",0,108,0,0,14
"['agenda', 'actualizada', 'próximos', 'meses:\nhttps://t.co/vvezwg8gx2']",0,66,0,0,6
"['+', '50mil', 'empresas', 'encerradas', '10mil', 'insolvência', 'nesta', 'governação.\nem', 'jan.17', 'estas.', 'baixar', 'desempr…', 'https://t.co/uzsgof0p2q']",0,140,0,0,21
"['alexandre', 'moraes', 'deveria', 'sequer', 'ter', 'sido', 'ministro,', 'agora', 'ocupará', 'cadeira', 'stf?', 'gsu']",0,93,0,0,14
"['eu', 'tomo', 'decisões', 'amplamente', 'embasado', 'dados', 'coletadas', 'todos', 'sabem.', 'alguns', 'jornais', 'notícias', 'falsas,', 'pr…', 'https://t.co/xug8aiwjod']",0,140,0,0,21
"['rt', '@voluptama:', 'ganhou', 'https://t.co/nothkcg7v4']",0,48,0,0,4
"['o', '@nytimes', 'falido', 'escreve', 'total', 'ficção', 'sobre', 'mim.', 'cobriram', 'tudo', 'errado', '2', 'anos,', 'agora', 'inventando', 'fontes…', 'https://t.co/tux5x5kdg2']",0,139,0,0,20
"['filhos', 'pai', 'incógnito', 'quase', 'duplicaram', '2016!', 'eu', 'andava', 'desconfiado', 'aqui', 'cada', 'vez', 'filhos', 'put@...']",1,122,0,0,21
"['rt', '@pensadorzarolho:', 'espero', 'autobiografia', 'cavaco', 'venha', 'impressa', 'papel', 'folha', 'dupla.\n-', 'se', 'alguém', 'mo', 'oferecer,', 'arranjo-lhe', 'util…']",0,140,0,0,22
"['pra', 'horas', 'ficou', 'marcado', 'panelaço?', 'https://t.co/yqyvr0jwl']",0,63,0,0,7
"['a', 'entrevista', 'longa', 'super', 'bowl', '@oreillyfactor', 'hoje', 'noite', '8:00', 'pm', '(0:00', '[br]).', 'divirta-se!', 'https://t.co/2wvsijp7o']",0,129,0,0,18
"['@dnoticiaspt', '\n+1', '""tolerante""', 'arrogante', 'julga', 'superior', '""labregos"".\no', 'sistema', 'dias', 'contados.', 'ag…', 'https://t.co/aq1zgqbf']",0,140,0,0,20
"['@mrsquintas', 'antes', 'toalhas', 'bichos', 'mortos.']",0,47,0,0,6
"['ñ', 'conheço', 'putin,', 'ñ', 'negócios', 'rússia', 'haters', 'insanos', '-', 'obama', 'pode', 'negociar', 'iran,', '#1', 't…', 'https://t.co/m41qxlbhnz']",0,140,0,0,28
"['rt', '@jbendery:', 'why', 'is', 'it', 'so', 'empty,', 'you', 'might', 'ask?', 'https://t.co/lrrrhd3gqh', 'https://t.co/z5vnmig1kz']",0,96,0,0,11
"['pra', 'turma', 'usp,', 'moraes', '""partidarizado""', '(???)', 'pode', 'ir', 'pro', 'stf.\n\njá', 'fachin', 'ter', 'defendido', 'invasão', 'terra', '/', 'mst', '(crime!!),', 'ok.']",0,140,0,0,26
"['rt', '@teslawf:', 'tiens,', 'on', 'trouvé', 'un', 'politicien', 'droite', 'avec', ""l'honneur"", 'https://t.co/ycuhvd8mhv']",0,97,0,0,13
"['quanto', '#planonacionaldereformas,', 'eficaz:', '#pnr!\no', 'resto', 'conversa...']",0,88,0,0,13
"['rt', '@onorioferraro:', 'altra', 'tegola', 'in', 'casa', '#inter,', 'dopo', 'la', 'stangata', '#icardi', '#perisic', 'arriva', 'la', 'frattura', 'di', 'un', 'dito', 'per', '#brozovic', 'che', 'starà…']",0,140,0,1,24
"['@paulobotelho87', 'ué,', 'vai', 'lá', 'machão!', 'leva', 'mulher', 'pra', 'galera', 'ver!']",1,66,0,0,10
"['@paulobotelho87', '""lutam', 'contra', 'instintos"",', '!!!!!!!!', 'muito', 'retardado...', 'vaza', 'vai,', '15', 'min', 'fam']",0,120,13,1,15
"['mas', '#espiritosantocaos', '??', 'a', 'iluminação', 'pública', 'ruas', 'resolveu', 'situação???', 'soltar', 'pombinhas', 'tb', 'não??', 'e', 'agora,', '@psoloficial', '??']",0,138,0,0,21
"['@onomedoventto', '@psoloficial', 'claro,', 'maior', 'crise', 'econômica', 'últimos', '20', 'ano', 'resolve', '6', 'meses...', 'vc', 'perfil', 'comédia,', 'né?']",0,130,0,1,22
"['essa', 'piada', 'merece', 'twitter', 'outra', 'rede', 'soc']",0,56,0,0,9
"['começa', '(felizmente)', 'desenhar-se', 'bloco', 'alianças', 'contra', 'podridão', 'globazidora-mundialista.\n@netanyahu…', 'https://t.co/hvrmedvsgk']",0,133,0,0,14
"['remember', 'that', 'day', 'the', 'cubs', 'were', 'at', 'the', 'white', 'house?', 'wow,', 'how', 'things', 'have', 'changed.']",0,81,0,0,14
"['rt', '@sandhyatimes4u:', '@aamaadmiparty', 'सरकार', 'के', '2', 'साल', 'पूरे', 'होने', 'पर', 'बड़ा', '#सर्वे', ':', '61%', '#दिल्ली', 'वाले', 'सरकार', 'के', 'काम', 'से', 'खुश', 'नहीं,', '34%', 'खुश,', 'केंद्र', 'से…']",0,139,0,0,95
"['lamentável', 'toda', 'equipe', 'ainda', 'sido', 'aprovada.', 'o', 'maior', 'atraso', 'história', 'país.', 'obstrução…', 'https://t.co/wucwrgpkw']",0,140,0,0,21
"['rt', '@vitormramalho:', 'semana', 'moda', 'milão.\numa', 'imagem', 'vale', 'mil', 'palavras', 'mostra', 'ue', 'dias', 'hoje.', 'https://t.co/cf3pv…']",0,140,0,0,25
"['minha', 'filha', 'ivanka', 'sido', 'mal', 'tratada', '@nordstrom.', 'ela', 'grande', 'pessoa', '--', 'sempre', 'motivando', 'faz…', 'https://t.co/0mw2oexqs8']",0,140,0,0,22
"[""'16"", 'reportagens', 'notícias', 'falsas', 'relatadas', 'desde', 'vitória', ""trump'"", 'https://t.co/eag8ewpz7q', 'https://t.co/ekp64ksuoc']",0,118,0,0,13
"['qual', 'dúvida?', 'a', 'europa', 'reage', 'cada', 'vez', 'mais!\nazar', 'máfia', 'governantes', 'traidores', 'comunicação…', 'https://t.co/hc0ftibxf4']",0,140,0,0,24
"['@catarina_mart', '\nentão', 'hoje', 'debateram', '""pnr""?\nserá', 'finalmente', 'acabou', 'boicote', 'censura', 'partido?\n@govpt', '@antoniocostapm']",0,133,0,0,20
"['rt', '@karla_am17:', 'a', 'quien', 'le', 'dio', 'unfollow?', 'https://t.co/hojz5nwerf']",0,64,0,0,7
"['“com', 'pnr,', 'coimbra', 'encanto“', '@vitormramalho', '\nhttps://t.co/tulbhxhmtv', '\n\n#coimbra', '#pnr', '#autarquicas2017', 'https://t.co/r82o5sri']",0,135,0,0,18
"['rt', '@carneiro_andre:', 'nunca,', 'agora,', 'produção', 'literária', 'nacional', 'tão', 'activa.\n\nyronicamente', 'https://t.co/zcy0omi1su']",0,125,0,0,14
"['rt', '@officialdsba:', 'congrats', 'to', 'dsba', 'member', 'george', 'blaha', 'on', 'your', 'special', '""night""', 'at', 'the', 'palace!', 'https://t.co/qz0ueqbp2']",0,117,0,0,15
"['""sei', 'posso', 'dar', 'mais""', 'disse', 'carrillo', 'noite', 'fria...']",0,58,0,0,9
"['rt', '@mbkcentre:', 'отголоски', 'работы', 'в', '2016', 'году.', 'очередные', '""дыры""', 'в', 'банках...', '😏', '#цб', '#надзор', '#банк', 'https://t.co/ahvbyueqwd']",0,117,0,0,68
"['@expresso', '@henriqumonteiro', '\nexplicado??', 'diria', 'antes,', 'deturpado', 'diabolizado.', 'como', 'qualquer', 'insurja', 'contra', 'sistema,', 'odiado.']",0,137,0,0,19
"['a', 'europa,', 'doente', 'submissa', 'espectáculos', 'mariquice', 'nojenta,', 'claro', 'torna', 'presa', 'fácil', 'islã…', 'https://t.co/biaymmeln1']",1,140,0,1,21
"['estou', 'lendo', 'preço', 'grande', 'muro', 'fronteira', 'custará', 'governo', 'esperava', 'inicialmente,', 'ain…', 'https://t.co/ezwomnq7um']",0,140,0,1,22
"['@mxsh3r', 'احح']",0,11,0,0,4
"['cleveland', 'indians', 'vs', 'chicago', 'white', 'sox', 'tickets', '04/13/17', '(cleveland)', 'https://t.co/5hpn2m7ew9']",0,91,0,0,9
"['rt', '@rpsantos1970:', 'ontem', 'reunião', 'conselho', 'nacional', 'pnr\n#portugal', '#política', '#rogériosantos', '#renovarportugal', 'https://t.…']",0,140,0,0,18
"['ao', 'vivo', 'declaração', 'conjunta', 'presidente', 'trump', 'primeiro', 'ministro', 'shinzo', 'abe:', 'https://t.co/o6bhxpb9ww', 'https://t.co/lvoh7ac91l']",0,127,0,0,13
"['#icymi:', 'declaração', 'conjunta', 'presidente', 'trump', 'primeiro', 'ministro', 'shinzo', 'abe', 'sobre', 'coréia', 'norte.', 'https://t.co/m9w57gool']",0,128,0,0,16
"['72%', 'refugiados', 'vieram', 'eua', '(3/2', '11/2)', 'durante', 'imped.', 'legal', '7', 'países:', 'síria,', 'iraque,', 'somália,…', 'https://t.co/4psnemnlo0']",0,139,0,0,24
"['e', '@cnn', 'notícias', 'falsas', 'bernie', 'sanders', 'tirado', 'ar', 'descrevê-los', 'termo', 'notícias', 'falsas.', 'alegaram', 'dif…', 'https://t.co/skxd4lu8j']",0,140,0,0,23
"['conheço', 'bem', 'mark', 'cuban.', 'ele', 'apoiou', 'muito,', 'quis', 'atender', 'todas', 'ligações', 'dele.', 'ele', 'tão', 'bom', 'pra', 'se…', 'https://t.co/fsj3epjnyp']",0,139,0,0,25
"['ontem,', 'intervalo', 'almoço', 'excelente', 'reunião', 'conselho', 'nacional.', 'ambiente', 'alegria', 'ânimo.…', 'https://t.co/7au5anjj7']",0,137,0,0,19
"['@oautor', 'espero', 'ganhem.', 'tenho', 'muitos', 'amigos', 'sporting', 'fica', 'difícil', 'falar', 'distância', '13', 'pont']",0,119,0,0,21
"['@senor_thompson', 'aconteceu,', 'sei,', 'ouvi...']",0,53,0,0,7
"['@senor_thompson', 'galo', 'ficava', 'azul', 'trazia', 'bom', 'tempo.']",0,72,0,0,11
"['caramba', 'hein,', 'agora', 'vai...', 'https://t.co/tzrqjmvlau']",0,50,0,0,4
"['quem', 'demente,', 'mães', 'jornal', 'pública', 'merda', 'dessas?', 'https://t.co/ed0fd0ecuy']",0,97,0,0,15
"['realizou-se,', '11', 'fevereiro,', 'primeira', 'reunião', 'ordinária', 'deste', 'ano,', 'conselho', 'nacional', 'pnr.\nhttps://t.co/4xxpfwi5yd\n#portugal', '#pnr']",0,140,0,0,18
"['""hoje', 'segunda-feira.""', 'um', 'dia', 'outro', 'qualquer.', '""mas', 'olha', 'dia', '13.""', 'não', 'supersticioso.', '""a', 'gasolina', 'voltou', 'aumentar"".', 'foda-se!']",0,140,0,0,22
"['rt', '@idzabela:', 'desde', 'taveira', 'via', 'tanta', 'violência', 'amor']",0,73,0,0,12
"['rt', '@catarinamatos:', 'feliz', 'dia', 'mundial', 'rádio!', 'https://t.co/xtnxti55qw']",0,70,0,0,7
"['trump', 'expresa', 'su', 'orgullo', 'ivanka', 'debido', 'su', 'actitud', 'ante', '“maltrato”', 'https://t.co/eli7nm3f3f', 'https://t.co/8vd0cft41w']",0,119,0,0,15
"['receberei', 'hoje', 'pm', 'canadense', 'trudeau', 'grupo', 'empreendedoras', 'pra', 'discutir', 'mulheres', 'ambiente', 'corporativo.…', 'https://t.co/xinpb5o7op']",0,138,0,0,18
"['escudo', 'acabou', '15', 'anos', 'mas,', 'p/', 'garantir', 'boa', 'regulação', 'sist', 'bancário,', 'banco', 'portugal', 'optou', 'manter', 'quase', '2', 'mil', 'funcion']",0,139,0,0,24
"['rt', '@paisdoamaraljp:', 'temos', 'assembleia', '""claque""', 'bem', 'paga', 'país.\nordenados', 'milionários,', 'fazerem', 'fazem', 'figurantes', 'na…']",0,139,0,0,23
"['hipócritas', 'feministas', 'governo', '#suécia.', '""corajosas""', 'gozarem', '#trump', 'cobardes', 'submissas', 'perante', 'o…', 'https://t.co/oy160tguju']",0,136,0,1,17
"['@alentejanod86', 'questão', 'hábit']",0,38,0,0,5
"['@alentejanod86', 'vamos', 'ficar', 'aqui', 'antes', 'fique', 'excitado.']",0,61,0,0,8
"['feliz', 'dia', 'são', 'valentim', 'https://t.co/uzj7ukts8l']",0,49,0,0,5
"['parabéns', 'secretário', 'tesouro', 'steven', 'mnuchin!', '#icymi', '-', 'assita', 'aqui:', 'https://t.co/9nshszr8mr', 'https://t.co/wcz1lnx6r']",0,119,0,0,12
"['atraído', 'forte', 'cheiro', 'enxofre,', 'passos', 'coelho', 'deslocou-se', 'manhã', 'setúbal.', 'como', 'encontrou', 'diabo,', 'vingou-se', 'choco', 'frito.']",0,138,0,0,23
"['rt', '@odecarvalho:', 'derrubar', 'estatuto', 'desarmamento', 'a', 'maior', 'vitória', 'do', 'povo', 'brasileiro', 'longo', 'toda', 'história.']",0,125,0,0,20
"['queria', 'msm', 'ir', 'tentar', 'fotografia', 'casa', 'amarela', 'ufc']",0,63,0,0,12
"['espero', 'maiores', 'sucessos', 'deste', 'encontro!\n@realdonaldtrump', '\n#pnr', 'https://t.co/gfjbb8rph']",0,89,0,0,9
"['estará', 'acabar', '""estado', 'graça""', 'presidente', 'afectos?\ntudo', 'fim,', 'certo?\n#marcelorebellodesousa', 'https://t.co/4mbqlm8fxj']",0,133,0,0,17
"['@fvicentedasilva', 'qq', 'dia', 'vendem', 'contato', 'gourmet']",0,46,0,0,5
"['@merriamwebster', '@realdonaldtrump', '@kellyannepolls', 'quick', 'reminder', 'you', 'lie', 'so', 'much', 'the', 'dictionary', 'has', 'to', 'define', 'fact', 'you...']",0,124,0,0,16
"['o', 'obamacare', 'continua', 'falhando.', 'a', 'humana', 'sairá', '2018.', 'iremos', 'revogar,', 'substituir', 'recuperar', 'planos', 'saúde', 'para…', 'https://t.co/yqzu6btfd']",0,139,0,0,20
"['rt', '@jornalismowando:', 'lembrando', 'homem', 'recebido', 'governo', 'golpista', 'apresentou', 'propostas', 'área', 'educação.', 'https…']",0,140,0,0,21
