topic,text,RT,time,swear_words,hate
Oscar,odeio o oscar pq tem uns filmes q eu vi e achei uma bosta aí eles dizem q eh foda entao vai contra a minha subjetividade,0,2021-04-26 03:24:36,2,1
Oscar,Anthony Hopkins acaba de se tornar o ator mais velho (83 anos) na história a ganhar o Oscar de melhor ator. Uma LENDA do cinema. Sala12 também é cultura! https://t.co/udmak6dTvz,1,2021-04-26 03:24:36,0,1
Oscar,reizinho ganhou o Oscar,0,2021-04-26 03:24:36,0,0
Oscar,"minha opinião sobre esse Oscar:
faltou indicacoes de algumas series
por exemplo a ultima temporada de bones foi sensacional, apesar de ter sido lançada em 2017",0,2021-04-26 03:24:36,0,0
Oscar,pasma que o kim jong un tinha oscar e eu n sabia https://t.co/02sN6shKsa,1,2021-04-26 03:24:36,0,1
Oscar,"@bionicbia @Keiluxa @hey_mika Acho que o que pesa nisso é ele ser um ator que estava no auge e tinha potencial pra até levar um Oscar, inclusive foi indicado nesse ano. Por isso tudo que talvez uma homenagem exclusiva pra ele fizesse sentido.",0,2021-04-26 03:24:36,0,0
Oscar,"Anthony Hopkins, um senhor de mais de 80 anos deve estar dormindo. Acordará com mais um Oscar. #Oscars",0,2021-04-26 03:24:35,0,0
Oscar,"Só olhei o finalzinho do Oscar 
Mas chatinho hein",0,2021-04-26 03:24:35,0,0
Oscar,"Anthony Hopkins mereceu o Oscar, mas não custava nada dar o prêmio pra brilhante atuação do Chadwick

Seria a melhor maneira de celebrar em alto nível o último trabalho dele",1,2021-04-26 03:24:35,0,0
Oscar,a glenn close querendo dormir e o oscar querendo fazer ela brincar ja nao basta a coitada perder 8 vezes ainda tem que participar disso,1,2021-04-26 03:24:35,0,0
Oscar,"Viola Davis, você ganhou o Oscar do meu coração ♥️",1,2021-04-26 03:24:35,0,0
Oscar,"Oscar póstumo é só pra branco, aparentemente.",1,2021-04-26 03:24:35,0,0
Oscar,Alguém da o Oscar pra Viola só por fingir tomar uma cachacinha #Oscars https://t.co/GfFRzDlOLP,1,2021-04-26 03:24:35,0,0
Oscar,@Ke_xly A atuação dele está brilhante em a voz suprema do blues que inclusive é pelo que a viola foi indicada em best actress hoje. Ja era quotado pro oscar antes de morrer kely,0,2021-04-26 03:24:35,0,0
Oscar,"as maiores injustiças do oscar
#Oscars https://t.co/FEvMadhIkx",1,2021-04-26 03:24:35,0,0
Oscar,"H.E.R, 23 anos e já é ganhadora de quatro Grammys, agora também tem um Oscar em sua prateleira #Oscars https://t.co/3hQDtrqT7m",1,2021-04-26 03:24:35,0,0
Oscar,"Aí eu amo a premiação do Oscar. Eu sei que esse ano não teve muitos filmes que tenha visto, mas todo o glamour da cerimônia me encanta 😍",0,2021-04-26 03:24:35,0,0
Oscar,Fizeram o Oscar na Union Station. Eu aó pensava no Cecil Hotel https://t.co/2i1yHQ36BO,0,2021-04-26 03:24:35,0,0
Oscar,👈 esse perfil apoia marcelo dourado como comentarista do oscar 2022 na globo,0,2021-04-26 03:24:35,0,0
Oscar,Yuh-Jung Youn se torna a PRIMEIRA atriz coreana a vencer um Oscar na história. #Oscars https://t.co/a41nmEKq8Q,1,2021-04-26 03:24:35,0,0
Oscar,@beltraomaria com sono repetindo o oscar hahaha,0,2021-04-26 03:24:34,0,0
Oscar,dói lembrar que quem entregou o óscar da gaga em 2019 foi o chadwick boseman... 😢 https://t.co/dU82MOmapR,1,2021-04-26 03:24:34,0,1
Oscar,"com oscar ou sem oscar vc teve uma trajetória linda um dos maiores atores da atualizadade vc nunca será esquecido chad vc sempre será o maior

#Oscars https://t.co/nUfn8zmWPH",1,2021-04-26 03:24:34,0,0
Oscar,A CACHORRA DA EMERAUD PERDENDO VÁRIOS OSCAR ISSO QUER DIZER QUE A WARNER VAI TER PROBLEMA TÉCNICOS CONFIEM https://t.co/dJG2sDoqaf,0,2021-04-26 03:24:34,0,0
Oscar,"Dira Paes e Maria Beltrão super elegantes nesta cobertura do Oscar! E Xexéu, um charme #Oscars #Oscar2021",0,2021-04-26 03:24:34,0,0
Oscar,Final do #ChoqueNoOscar melhor que o final do Oscar sem dúvida nenhuma,0,2021-04-26 03:24:34,0,0
Oscar,"oxi como assim tá tendo Oscar???

I vote #Louies for #BestFanArmy at the #iHeartAwards",1,2021-04-26 03:24:34,0,0
Oscar,"Eu não acredito que o chadwick boseman não levou o Oscar 

Eu não acredito que o chadwick boseman não levou o Oscar  

Eu não acredito que o chadwick boseman não levou o Oscar",1,2021-04-26 03:24:34,0,0
Oscar,oscar se mata,0,2021-04-26 03:24:34,0,1
Oscar,"a genialidade de nomadland é ser meio documental, meio ficção... mas a história da personagem de francis é chata e as pessoas reais tão lá pra cada uma contar 3 minutos de uma história triste... e assim termino os comentários sobre o oscar ano que vem tem mais !",0,2021-04-26 03:24:34,0,1
Oscar,Melhor cerimônia do Oscar. E excelente a cobertura do G1.,0,2021-04-26 03:24:34,0,0
Oscar,tadinho do sacha nenhum oscar,0,2021-04-26 03:24:34,0,0
Oscar,"Melhor filme antes de melhor atriz e melhor ator. Melhor atriz faz discurso curto. Melhor ator não comparece. Ao que tudo indica, expectativa era de que Chadwick Boseman ganhasse um Oscar póstumo e tivesse um momento celebratório em sua homenagem. Mas aí ganhou o Anthony Hopkins",1,2021-04-26 03:24:34,0,0
Oscar,vamos nos descolonizar e parar de falar que a adriana esteves precisa de um oscar e falar que a viola davis precisa de um troféu domingão melhores do ano,1,2021-04-26 03:24:34,0,0
Oscar,caralho realmente acabou o oscar do nada,0,2021-04-26 03:24:34,1,1
Oscar,desde que a forma da água ganhou o melhor filme eu não espero mais nada desse oscar,0,2021-04-26 03:24:33,0,0
Oscar,Esse Oscar é uma piada,0,2021-04-26 03:24:33,0,0
Oscar,"To me apaixonando por cinema cada vez mais, bora ver se ano que vem eu cumpro a promessa de ver todos os filmes indicados ao Oscar até o dia da premiação",0,2021-04-26 03:24:33,0,0
Oscar,"Você não ganhou o #Oscars mas saiba que você mereceu tanto quanto Anthony. Você não perdeu o óscar, eles te perderam
Você nos encantou com seu brilho aqui na Terra e agora brilha no céu como uma estrela de verdade. 
Sempre te amarei, estrelinha. Obrigada por tudo Chadwick Boseman https://t.co/FLpaok20Tx",1,2021-04-26 03:24:33,0,0
Oscar,Como eh q eu vo faze reels do oscar se eu n gostei dele,0,2021-04-26 03:24:33,0,1
Oscar,"📽🏆
Se Algo Acontecer... Te Amo vence o Oscar de Melhor Curta Metragem de Animação.

Prêmio para Will McCormack e Michael Govier.

#Oscars  #Oscars2021 https://t.co/UxBjtVaIRJ",1,2021-04-26 03:24:33,0,0
Oscar,obrigada a todos que acompanharam a awards season 2021 comigo próximo ano estarei na TNT comentando o oscar 2022 sendo chique e fina se deus quiser,0,2021-04-26 03:24:33,0,1
Oscar,"Cerimônia meia-boca do Oscar consagra um monte de filme 3 estrelas, tudo no padrão ""foi o que deu pra fazer na pandemia"". O maior vencedor da noite foi o São Paulo de Crespo e a grande derrotada foi a Vitube.",1,2021-04-26 03:24:33,0,0
Oscar,"O vencedor do Oscar de Melhor Direção, o Kim Jong-un. #Oscars https://t.co/5wOESm4BMg",1,2021-04-26 03:24:33,0,0
Oscar,to tão triste que não vamos ter a foto dos 4 acting winners esse ano serio é uma das minhas partes favoritas da oscar season kk,0,2021-04-26 03:24:33,0,0
Oscar,eu vendo vídeo no youtube para fazer um oscar eu mesma para a viola e o chadwick já que as lendas não levaram #Oscars https://t.co/kuSJfDz62u,1,2021-04-26 03:24:33,0,0
Oscar,"Viih Tube é tão atriz que foi eliminada em noite de Oscar 🏆

#BBB21 | #ForaArthur | #ForaPocah | #Oscars| Camilla | Tchau Pocah |Tchau Arthur | boa Gil | Ana Clara | Viih Tube https://t.co/bMKGY3b4a7",1,2021-04-26 03:24:33,0,0
Oscar,@_dudalipa duda tu viu a mulher no Oscar? MALUCO apaixonei,0,2021-04-26 03:24:33,0,1
Oscar,"Melhor filme antes de melhor atriz e melhor ator. Melhor atriz faz discurso curto. Melhor ator não comparece. Ao que tudo indica, expectativa era de que Chadwick Boseman ganhasse um Oscar póstumo e tivesse um momento celebratório em sua homenagem. Mas aí ganhou o Anthony Hopkins",1,2021-04-26 03:24:33,0,0
Oscar,"é absurdo o anthony hopkins ter entregado uma performance TÃO forte no auge dos seus 83 anos, que vitória merecida e depois de quase 30 anos do oscar que ele ganhou por the silence of the lambs !!!!! te amo vovô two-time academy award winner te amo muito https://t.co/GvH4g2LCg7",1,2021-04-26 03:24:33,0,0
Oscar,O Oscar que eu acho mais injusto é o da JL porque OLBDV não é isso tudo e nem a atuação dela nesse filme,0,2021-04-26 03:24:33,0,0
Oscar,anthony hopkins oscar winner porque a academia já tava feia na fita com o estatuto do idoso por causa do vexame de the irishman ano passado,0,2021-04-26 03:24:33,1,1
Oscar,"2018: Guillermo del Toro
2019: Alfonso Cuaron
2020: Bong Joon-Ho
2021: Chloe Zhao 

Sim, o Oscar tornou-se uma cerimônia de lacração,  onde o anfitrião só  tem direito de pagar pela festa, mas não pode aproveita-la",1,2021-04-26 03:24:33,0,0
Oscar,"ICÔNICA 😂😂😂😂😂

A estrela de #Minari e ganhadora do Oscar de Melhor Atriz Coadjuvante nossa halmeoni #YuhJungYoun responde a uma pergunta sobre o cheiro do Brad Pitt: ""Eu não senti o cheiro dele, não sou um cachorro""

 https://t.co/KDqGIRGbVq",1,2021-04-26 03:24:33,1,1
Oscar,quem foi o fdp q não deu o oscar pro Chad??,0,2021-04-26 03:24:33,1,0
Oscar,esse oscar flopou poxa vamos fazer filmes melhores 🙏,0,2021-04-26 03:24:33,0,0
Oscar,Viih tube saiu e já ganhou Oscar https://t.co/WxTuhx6CP4,1,2021-04-26 03:24:33,0,0
Oscar,"anthony hopkins ganhando esse oscar só confirma o puta ator que ele é, pq msm achando o filme estranho, a atuaçao dele foi perfeita",0,2021-04-26 03:24:33,1,0
Oscar,@lilianmagl invadirao o oscar e fizerao bagunça,0,2021-04-26 03:24:33,0,1
Oscar,Deixa falar uma coisa mais importante que Oscar: milicianos procuraram Bolsonaro após a morte de Adriano da Nóbrega e o dono das Casas Bahia aliciou e estuprou centenas de meninas. Reportagens de @TheInterceptBr e @agenciapublica. Nada disso saiu na grande imprensa. Por que?,1,2021-04-26 03:24:33,0,0
Oscar,falou mal do oscar de nomadland e da frances na tml eh block https://t.co/gEAh6qtTa7,0,2021-04-26 03:24:32,0,0
Oscar,"Laura Pausini é a única pessoa que já participou cantando do Oscar e do Ding Dong, do amigo pessoal dela, Faustão.",1,2021-04-26 03:24:32,0,0
Oscar,to feliz pelo pai de voces que levou oscar!!,0,2021-04-26 03:24:32,0,0
Oscar,"Achei estranho esse Oscar no geral. 

Mas o mundo tá estranho, não só o #Oscars 

Vida que segue",1,2021-04-26 03:24:32,0,0
Oscar,"Não me surpreendo mais com o Oscar, vejo pra ficar puta. O prêmio é uma consequência. Quero só um salário condizente pra minha Tia Viola e um descanso pleno pro  Chadwick.  De resto, o evento é deles, premiado por eles pra eles. Tudo dentro de um ciclo de normalidade, chefe",0,2021-04-26 03:24:32,1,0
Oscar,Viola Davis acabou de falar que a única coisa que vai superar ela não ter ganho o Oscar é a gente eliminando o Arthur! #ForaArthur pela Viola 🙌🏾🔥,1,2021-04-26 03:24:32,0,0
Oscar,Acho que nunca terminei de ver o Oscar pensando é... Que m*,0,2021-04-26 03:24:32,0,0
Oscar,"É essencial relembrar que, com este 3º Óscar, a Frances McDormand empata com a Meryl Streep como a atriz com mais Óscares, ainda viva (Katherine Hepburn continua a estar no topo, com 4 prémios - e todos de melhor atriz) #Oscars https://t.co/jVmfsyPsqA",0,2021-04-26 03:24:32,0,0
Oscar,Viola Davis acabou de falar que a única coisa que vai superar ela não ter ganho o Oscar é a gente eliminando o Arthur! #ForaArthur pela Viola 🙌🏾🔥,1,2021-04-26 03:24:32,0,0
Oscar,"Não assisti ao filme dele, mas como contestar um Oscar conquistado por um dos maiores de todos os tempos? Certeza que está em boas mãos... https://t.co/SX8QszsgQj",0,2021-04-26 03:24:32,0,0
Oscar,"📽🏆
O Oscar de Melhor Animação vai para Soul

Prêmio para Pete Docter e Dana Murray.

#Oscars  #Oscars2021 https://t.co/7tW0X2SZFo",1,2021-04-26 03:24:32,0,0
Oscar,@kkashw Vou sim amigo estou com sono estava vendo oscar com o Iago e terminou agora e estou morto,0,2021-04-26 03:24:31,0,1
Oscar,@SaoPauloFC Muito melhor que o Oscar ❤️,0,2021-04-26 03:24:31,0,0
Oscar,Não acho que o Anthony Hopkins e a Frances McDormand terem ganhado o oscar nas categorias de atuação seja ruim até porque acho que eles tiveram atuações excelentes mas assim nenhuma surpresa e imemoravel mas até aí metade dos filmes que ganham oscar,0,2021-04-26 03:24:31,0,0
Oscar,o recado foi: oscar para atores negros só se for coadjuvante mesmo tá? releiam o memorando. surpresa é pra bobo.,1,2021-04-26 03:24:31,0,0
Oscar,"15/23 no oscar

Mas alguns erros já eram esperados (não contem com a esperança)",0,2021-04-26 03:24:31,0,0
Oscar,Agora que acabou o Oscar só queria uma chupada no meu cu,0,2021-04-26 03:24:31,2,0
Oscar,Alguém da o Oscar pra Viola só por fingir tomar uma cachacinha #Oscars https://t.co/GfFRzDlOLP,1,2021-04-26 03:24:31,0,0
Oscar,"MELHOR ATOR: ANTHONY HOPKINS

E o último prêmio da noite vai para o ator britânico, com atuação fantástica em 'Meu Pai' #Oscars https://t.co/Y1Rd3PLKtQ https://t.co/EgdHs4QioC",1,2021-04-26 03:24:31,0,0
Oscar,mas pelo amor de deus alguem da um oscar honorario pro homem q conseguiu emplacar DOIS FILME na premiação,0,2021-04-26 03:24:31,0,0
Oscar,vanessa kirby perdeu o oscar meu deus academia homofobica https://t.co/XelQ5u4Ctz,0,2021-04-26 03:24:31,0,0
Oscar,@montaldih Injustiça do Oscar nunca terem indicado a loira do Chan para melhor atriz,0,2021-04-26 03:24:31,0,1
Oscar,"com oscar ou sem oscar vc teve uma trajetória linda um dos maiores atores da atualizadade vc nunca será esquecido chad vc sempre será o maior

#Oscars https://t.co/nUfn8zmWPH",1,2021-04-26 03:24:31,0,0
Oscar,@raquel_fmf Ironia do destino BAFTA acaba por ser um grande indicador do Oscar logo no ano em que não queria,0,2021-04-26 03:24:31,0,0
Oscar,"NÃO ASSISTI NADA DO OSCAR ESSE ANO E NEM TIVE VONTADE DE COMENTAR NADA, FICA PRO ANO QUE VEM #Oscars https://t.co/cepNuQFOAQ",1,2021-04-26 03:24:31,0,0
Oscar,"E com isso encerro a minha temporada de tweets falando de oscar direto, só consegui ver 36 dos 56 indicados, mas foi maravilhoso. Ate o ano que vem ❤️",0,2021-04-26 03:24:31,0,0
Oscar,Claro que o Anthony mereceu o Oscar mas todo mundo estava esperando até o final pra ver o Chad vencer... sério isso foi o que mais me chateou,0,2021-04-26 03:24:31,0,1
Oscar,"🚨H.E.R. acaba de vencer um OSCAR. Aclamadíssima pela indústria, cantora foi premiada com sua música “Fight For You”, do filme “Judas e o Messias Negro”. H.E.R. já acumula em 2021 o Grammy de “Música do Ano” e um Oscar de “Melhor Música Original”. #Oscars https://t.co/eIWj1QwID2",1,2021-04-26 03:24:31,0,0
Oscar,@levmauc Super merecido este oscar,0,2021-04-26 03:24:31,0,1
Oscar,Viola Davis acabou de falar que a única coisa que vai superar ela não ter ganho o Oscar é a gente eliminando o Arthur! #ForaArthur pela Viola 🙌🏾🔥,1,2021-04-26 03:24:30,0,0
Oscar,"A atriz Yuh-Jung Youn de ‘Minari’ faz história no Oscar como a primeira coreana a vencer o prêmio Melhor Atriz Coadjuvante! É muito bom finalmente ver as portas de premiações assim se abrindo para a Coreia do Sul 💜

Oscar merecidíssimo!

https://t.co/lEvrnKVaZw",1,2021-04-26 03:24:30,0,0
Oscar,"A Voz Suprema do Blues, o Oscar não te merece",0,2021-04-26 03:24:30,0,0
Oscar,"Ai ai...nada contra né, mas também nada a favor. Boa? Sim. Merecia um Oscar? Não. https://t.co/O7XMtliYqC",0,2021-04-26 03:24:30,0,0
Oscar,"Oscar 2021, por que me decepcionasse?",0,2021-04-26 03:24:30,0,0
Oscar,"Essa é a H.E.R.
Uma cantora americana que acabou de se tornar a única da história a ganhar um Grammy e um Oscar sem ter lançado álbum pra concorrer https://t.co/OADwC45JMa",1,2021-04-26 03:24:30,0,0
Oscar,Documentário tem 25 minutos e está disponível gratuitamente no site da The Guardian. Marcando o Oscar pelo motivo de ser o primeiro prêmio para um estúdio de videogame!,0,2021-04-26 03:24:30,0,0
Oscar,"Se minha esposa concorresse ao Oscar mas nunca que ela ia ganhar o de Melhor Direção!!! Nunca... Péssima no volante!!

*Risadas*

Ela dirige tão mal mas tão mal que é capaz de no caminho sair um filme do Leandro Hassum, maluco!!! O negócio é foda, velho... Tô te falando...",1,2021-04-26 03:24:30,1,1
Oscar,Viola Davis acabou de falar que a única coisa que vai superar ela não ter ganho o Oscar é a gente eliminando o Arthur! #ForaArthur pela Viola 🙌🏾🔥,1,2021-04-26 03:24:30,0,0
Oscar,Pra quê mudaram a ordem das categorias se não era pra gente se emocionar vendo o Chadwick Boseman levar o Oscar? Ódio desse povo brincando com as nossas expectativas,1,2021-04-26 03:24:30,0,0
Oscar,"Rita Moreno é uma das poucas pessoas que venceram Oscar, Grammy, Tony e Globo de Ouro. #oscars",1,2021-04-26 03:24:30,0,0
Oscar,Certeza que ela só não ganhou um Oscar ainda pq ela falou que Gwen Patrol não merecia ganhar o Oscar e que quem devia ganhar era a Fernanda,0,2021-04-26 03:24:30,0,0
Oscar,o anthony deve tá no décimo terceiro sono agora e amanhã vai acordar com a notícia de que é oscar winner a presidente do estatuto do idoso feliz demais nesse momento (eu,0,2021-04-26 03:24:30,0,0
Oscar,te amo olivia colman que vai embora do oscar com o salto na mão te amo https://t.co/bz4WgPbuv3,1,2021-04-26 03:24:30,0,1
Oscar,"Impressão minha ou tava todo mundo no Oscar querendo que fosse resolvido por email? Mãe de ator constrangida com ele falando ""meus pais fizeram sexo"", Frances lokona numa hora e meio pistola em seguida nem fazendo discurso. Joaquim Phoenix então nem se fala.
Surto coletivo",0,2021-04-26 03:24:30,0,0
Oscar,"📽🏆
Collete vence o Oscar de Melhor Documentário em Curta Metragem.

Prêmio para Anthony Giacchino e Alice Doyard

#Oscars  #Oscars2021 https://t.co/g1K5uzGVs8",1,2021-04-26 03:24:30,0,0
Oscar,"o oscar ignorando completamente a atuação da viola davis e do chadwick boseman ma rainey's black bottom, premiação nojenta",1,2021-04-26 03:24:30,1,1
Oscar,Oscar??? cringe 😬,0,2021-04-26 03:24:29,0,1
Oscar,Um Oscar pra mim de melhor atuação por fingir tão bem que eu já superei certas situações sendo que na verdade eu choro toda noite.,1,2021-04-26 03:24:29,0,0
Oscar,"meu Jesus, eles vão deixar ela morrer e não vão dar um oscar pra ela ne? Que inferno https://t.co/vAMqxdXp70",0,2021-04-26 03:24:29,0,1
Oscar,"Por mais absurda q seja a atuação do hopkins mano, o chadwick nunca mais vai concorrer a um Oscar sabe, fora q o hopkins ja tem um né
Qq custava fazer essa homenagem pro cara",0,2021-04-26 03:24:29,0,0
Oscar,olha vcs não xinguem meu avô viu o Oscar dele é merecido de longe a melhor atuação entre os concorridos e foi melhor até do que a que ele ganhou em O Silêncio dos Inocentes,1,2021-04-26 03:24:29,0,0
Oscar,algumas objeções ao Oscar,0,2021-04-26 03:24:29,0,0
Oscar,esse oscar virou um asilo né só véio ganhou,0,2021-04-26 03:24:29,0,0
Oscar,encerrando minha carreira de cinéfilo depois da derrota que foi esse oscar,0,2021-04-26 03:24:29,0,0
Oscar,"Nossa cobertura do #Oscars termina por aqui. 

Confira a lista completa de vencedores da maior premiação do ano! 

#OscarNoCinePop https://t.co/xssMwrv0Mk https://t.co/gMsZOROJV8",0,2021-04-26 03:24:29,0,0
Oscar,"H.E.R, 23 anos e já é ganhadora de quatro Grammys, agora também tem um Oscar em sua prateleira #Oscars https://t.co/3hQDtrqT7m",1,2021-04-26 03:24:29,0,0
Oscar,Daniel merece demais esse oscar de melhor ator coadjuvante mt felizzz,0,2021-04-26 03:24:29,0,1
Oscar,"Já chegou a galera falando de mérito 🤡 vocês realmente acham que Oscar é só mérito, pessoal? Que mais nada influencia?

Como eu falei, a performance de ambos merecia. É uma escolha complicada mesmo. Mas não vem falar ""ai, o prêmio é por mérito"" 🙄",0,2021-04-26 03:24:29,0,0
Oscar,ANTHONY HOPKINS DORMINDO NA PAZ DE JESUS NA CASA DLEE SENDO MAIS UMA VEZ OSCAR WINNER MDS O PODER DELE,1,2021-04-26 03:24:29,0,1
Oscar,"Oscar de Melhor Ator e Melhor Atriz é sempre pra alguém que interpreta uma pessoa muito sofrida, né? Nunca é um adolescente serelepe, um idoso de bem com a vida, um adulto com hábitos sexuais saudáveis. A Academia é inimiga da felicidade.",1,2021-04-26 03:24:29,0,0
Oscar,Podemos indicar a cerimônia do Oscar 2021 para o prêmio Framboesa de Ouro? 😆,0,2021-04-26 03:24:29,0,0
Oscar,boa noite vô bença desculpa estar te incomodado tarde da noite mas o senhor é Oscar Winner,1,2021-04-26 03:24:28,0,0
Oscar,#ChoqueNoOscar @DanielSFurlan  é quem merecia o oscar https://t.co/CcW85MMJzS,0,2021-04-26 03:24:28,0,0
Oscar,"Eu não acredito que o chadwick boseman não levou o Oscar 

Eu não acredito que o chadwick boseman não levou o Oscar  

Eu não acredito que o chadwick boseman não levou o Oscar",1,2021-04-26 03:24:28,0,0
Oscar,"Melhor filme antes de melhor atriz e melhor ator. Melhor atriz faz discurso curto. Melhor ator não comparece. Ao que tudo indica, expectativa era de que Chadwick Boseman ganhasse um Oscar póstumo e tivesse um momento celebratório em sua homenagem. Mas aí ganhou o Anthony Hopkins",1,2021-04-26 03:24:28,0,0
Oscar,STEVEN YEUN OSCAR WINNER NO MEU CORAÇÃO,1,2021-04-26 03:24:28,0,1
Oscar,"Não sei se comento Oscar,bbb ou ex bbbs no limite. É MT coisa pra um tuiteiro",1,2021-04-26 03:24:28,0,1
Oscar,Tô cansada da Viola Davis não ganhar um Oscar vai se foder https://t.co/O6inj7j0kb,1,2021-04-26 03:24:28,1,0
Oscar,gostaria de dizer aqui que nomadland é o pior filme vencedor de oscar dos últimos,1,2021-04-26 03:24:28,0,0
Oscar,"Laura Pausini é a única pessoa que já participou cantando do Oscar e do Ding Dong, do amigo pessoal dela, Faustão.",1,2021-04-26 03:24:28,0,0
Oscar,"com oscar ou sem oscar vc teve uma trajetória linda um dos maiores atores da atualizadade vc nunca será esquecido chad vc sempre será o maior

#Oscars https://t.co/nUfn8zmWPH",1,2021-04-26 03:24:28,0,0
Oscar,"Andra Day era pra ter levado por melhor atriz tbm. Frances é gênia, mas nada a ver isso mano. academia mais uma vez pegou o prêmio e falou: ""Oscar pros negros não!""",0,2021-04-26 03:24:28,0,0
Oscar,"Tirei O Som do Silêncio! https://t.co/zQv8oKbIEI ""voce abriu mão de tudo e ainda levou um fora"" uashuahsuas que perfeito",0,2021-04-26 03:24:28,0,0
Oscar,viihtube sendo eliminada na noite do Oscar pra dar tempo de buscar o prêmio,0,2021-04-26 03:24:28,0,0
Oscar,a dani senta com carinho foi parar no Oscar KKKKKKKKKKKKKKKKKKK #Oscar2021 #Oscars #Oscars2021 https://t.co/86Vnb54lo4,0,2021-04-26 03:24:28,0,0
Oscar,roubaram o oscar de melhor atriz da viola?,1,2021-04-26 03:24:28,0,0
Oscar,"Que Oscar nada! Estou vendo uma série mexicana chamada Quem Matou Sara, com cassino, traição, sexo, violência e vingança. Bem mais interessante...",1,2021-04-26 03:24:28,0,0
Oscar,pela amor de Deus que coisa patética essa cerimônia do Oscar kkkkkkkk,1,2021-04-26 03:24:27,0,1
Oscar,esse oscar tava bem incomum mas nossa isso deu espaço pra que um pessoal merecidamente tivesse espaço nesse prêmio que geralmente é ofuscado por qualquer produção americana,0,2021-04-26 03:24:27,0,0
Oscar,"com oscar ou sem oscar vc teve uma trajetória linda um dos maiores atores da atualizadade vc nunca será esquecido chad vc sempre será o maior

#Oscars https://t.co/nUfn8zmWPH",1,2021-04-26 03:24:27,0,0
Oscar,H.E.R com 23 anos já tem Grammy e Oscar na prateleira de casa,1,2021-04-26 03:24:27,0,0
Oscar,"palhaçada viu esse #Oscar, trocam a ordem dos prêmios pra darem o prêmio merecidíssimo, por sinal, pro cara que tá dormindo lá no país de gales e pro chadwick oh, eles dançaram 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",0,2021-04-26 03:24:27,0,0
Oscar,"ganhando oscar ou não, chadwick boseman fez (e continua fazendo) história por onde passa.
ele chegou muito longe, e espero que nunca esqueçamos dele e nem desse momento, pra sempre nosso pantera negra, nosso rei, e agora indicado ao oscar!

#Oscars https://t.co/EL2hQWjJ5b",1,2021-04-26 03:24:27,0,0
Oscar,o oscar deixou melhor ator por último só para ludibriar todo mundo,1,2021-04-26 03:24:27,0,0
Oscar,De Oscar 1991 a Oscar 2021 @AnthonyHopkins,0,2021-04-26 03:24:27,0,0
Oscar,"Anthony Hopkins, de Meu Pai, vence a categoria de Melhor Ator no Oscar 2021 #FomeDeCinema #Oscars https://t.co/itQ4h8ILXq https://t.co/B9qz70oW00",1,2021-04-26 03:24:27,0,1
Oscar,"hj estou assim, nessa ordem:

comentando bbb       /      comentando oscar https://t.co/U9vnauorbx",1,2021-04-26 03:24:27,0,0
Oscar,"h.e.r aos 23 anos com 4 grammy e agora um oscar, a surra de talento meu pai",0,2021-04-26 03:24:27,0,1
Oscar,Alguém da o Oscar pra Viola só por fingir tomar uma cachacinha #Oscars https://t.co/GfFRzDlOLP,1,2021-04-26 03:24:27,0,0
Oscar,"Não, o Oscar!",0,2021-04-26 03:24:27,0,1
Oscar,Soul conquista Oscar de Melhor Trilha Sonora Original https://t.co/vJ8HerEReL,1,2021-04-26 03:24:27,0,0
Oscar,"ganhando oscar ou não, chadwick boseman fez (e continua fazendo) história por onde passa.
ele chegou muito longe, e espero que nunca esqueçamos dele e nem desse momento, pra sempre nosso pantera negra, nosso rei, e agora indicado ao oscar!

#Oscars https://t.co/EL2hQWjJ5b",1,2021-04-26 03:24:26,0,0
Oscar,@pablovillaca Recomendo uma lista alternativa: https://t.co/1JqvQoxlXM https://t.co/Qcd7Dp22Et,0,2021-04-26 03:24:26,0,0
Oscar,"Sei lá, mas Judas e o Messias Negro não ganhar o Oscar de melhor filme, não me desceu legal",0,2021-04-26 03:24:26,0,0
Oscar,"Anthony Hopkins venceu na categoria de Melhor Ator, por sua atuação em “Meu Pai” no Oscar 2021.👏🏻😍
#Oscars #Oscar2021 https://t.co/j1WeuO7OIU",1,2021-04-26 03:24:26,0,1
Oscar,'Meu pai' ganhou o oscar em homenagem a Viih Tube,0,2021-04-26 03:24:26,0,0
Oscar,Oscar 2021 https://t.co/IYmVPhJsON,0,2021-04-26 03:24:26,0,0
Oscar,@luacrescentepo ta tendo Oscar?,0,2021-04-26 03:24:26,0,0
Oscar,"e a Halle Berry que lá em 2002 fez um discurso lindo quando ganhou Melhor Atriz no Oscar que terminava com “essa porta foi aberta”, e continua sendo a única melhor negra a vencer na categoria 🤡",1,2021-04-26 03:24:26,0,0
Oscar,@SillasLopes10 @thelminha é o terceiro oscar dela kkkkk,0,2021-04-26 03:24:26,0,1
Oscar,Eu sei que o Oscar é racista e tem uma cota que eles premiam todo ano pipipopo mas ainda sim vou reclamar e ficar puta toda vez q boicotam pessoas negras fantásticas mesmo tendo consciência de como é o processo 🤡,0,2021-04-26 03:24:26,1,1
Oscar,Muito foda ver um monte de preto reunido p receber o Oscar 🥰,0,2021-04-26 03:24:26,1,1
Oscar,Viih tube saiu e já ganhou Oscar https://t.co/WxTuhx6CP4,1,2021-04-26 03:24:26,0,0
