text,hate_speech
Uma honra receber a Associação Nacional de Xerifes na @WhiteHouse. Incríveis homens & mulheres que protegem & serve _ https://t.co/bu6UD5yF16,0
"A MULHER É PERFEITA: LINDA, TRABALHADORA, DÁ PAULADA NAS FEMINISTA E NÃO TEM FEICEBUK. 
ACHO QUE VOU PEDI-LÁ EM CAS _ https://t.co/7BEgP3dEdP",1
'Esses petebas sao piores que asnos puxadores de carroca',1
'Gastando  MILHOES em   meses com cartoes corporativos Hipocrita',0
"RT @MoniquePrada: Eu paro pelo respeito à autonomia das trabalhadoras sexuais. E você, por que para?
#euparo https://t.co/1judJP66JT",0
@ok__diego acordou hoje,1
"Para desconcentrar um homem com divisão, deve haver seios https://t.co/xAwMiLHb7P",1
"""A minha forma de brincar é dizer a verdade. É a brincadeira mais engraçada do mundo."" #MulherDeVerdade",0
"tem mão de homem, ou seja, com calosidades.",1
"Oscares, Prémios Nobel e afins: só politiquice, interesses e influências. Vergonha! 
Seriedade e mérito? Pois...
#AcademyAwards #NobelPrize",0
"Parabéns mulheres de verdade
A mulher inteligente transforma seus dramas em histórias reais
Mulher silenciar _ https://t.co/Nrw8KkpUpq",1
O capitalismo perde quando o homem é homem e a mulher é mulher,1
"@canofdandelion você é estúpido. Aqui, apenas defendi esses direitos (reconheço que as mulheres não são homens).",1
"Essa ,foi longe agora kkkkkk. https://t.co/ikdTXaR5FO",0
freixo vai legalizar a maconha gente nao deixem isso acontece #LugarDeMaconheiroÉNaCadeia,0
O que quer dizer exatamente? https://t.co/1GcTutNH3Y,0
"RT @thiisrita: Love on Top mas de fufas, estou lá",1
"@amora_inlove Hello, pois é, mas, estava interagindo... thudhu bom ?",0
"@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?",0
"Parem de histeria...não ha nada demais de dizer que homem é homem e muher mulher. Pq a pessoa se sente diferente, n _ https://t.co/64D7Rm2rY7",0
"RTWalgreg: Não há limite para a estupidez, falta de personalidade e cinismo em corretores de esquerda .... https://t.co/K6FL91oS3m",1
rbrochrdt Dia da Mulher Data Acorde do burro,1
se tu não usar um sutiã branco fica mostrando tudo,0
"Eles se referiam a Getaz como o saptun da Arena Sesi de Giannuanuahuh ses e das Glinhas de Vaido em Minas. Hum, vamos para o exército.",1
STF solta bruno ....e mantem o processo do bolsonaro. Sei nao eim...@otmar03 @estadohiramico @gaviaochis _ https://t.co/xFxYEGt1or,0
'PAULO VOCE E BURRO',1
"@gabrisinhas @LeoLimaDuarte O racismo reverso é mimimi em branco. Deus é uma palavra que existe, mas Deus não existe",1
"Falou ""populista"" já sei que é da turma 'fake news' e RETARDADO! https://t.co/Dr87lJ0zBg",0
A PL 2516/15 propõe imigração em massa de refugiados islâmicos para o Brasil. NÃO QUEREMOS A SHARIA NO BRASIL _ https://t.co/OSjmz1eCkb,1
não lava aquela cueca q acabou de comprar antes de usar,0
"Os homens são todos iguais, deixam tudo para a última hora. O dia dos namorados já é amanhã e só hoje começaram a saquear relojoeiros",1
@pedrinhu_tecix incrivel como nao fizeram um meme ainda do lula dando parabens as mulheres que ele chamou assim..kkkk,0
'andre tu e uma besta  ',1
RT @joaovale: Há que reconhecer o mérito do João Braga: escreveu uma crónica do Henrique Raposo usando muito menos palavras.,0
"Uma cena lésbica entre Letícia Lima e Camila Queiroz
Fica a sugestão aí",0
'FORA TEMER  ABAIXO A REDEGLOBODECORRUPCAO ',0
temer lixo humano,0
"eu queria namorar uma sem teto, aí eu perguntaria ""NA SUA CASA OU NA MINHA?"" ai a gente ia rir e rir e rir e beber pinga de R$0,50",1
"Uma mulher está sofrendo no clube?
Se uma mulher gorda feia quer pegar o homem, ele pega e ganha fama de barangueiro ou não consegue e ganha fama como bicha",1
"Você só fala mal do Silas Malafaia, porque ele é o modelo de pai que você nunca teve!",0
'Deviam perguntar a ele sobre os cartoes corporativos  que em  meses gastaram  milhoes muitos mais do que o outro governo em  meses  deveriam zeras estes cartoes ',0
'André noiado para ver se a fumaça diminui tão forte',1
@TeamLParrilla ela podia pelo menos se preparar vestida de burca ninguém é obrigado a ficar olhando esse corpinho aí não. Eu heim!,0
"Excelente pergunta! Cidade abandonada!! Centro completamente dominado por camelôs, agentes da CET Rio sumiram do tr _ https://t.co/z66lz9CSD8",0
FELIZ DIA PRESIDENCIAL - VAMOS TORNAR A AMÉRICA GRANDE NOVAMENTE!,0
"Que nojo!
Tenha vergonha de tanta sabujice, sr. Presidente #Marcelo.
Um pulha traidor e ladrão para baptizar o novo _ https://t.co/z7etmGrwoL",0
'Com o Nordeste todos os bandidos sempre estarão no Sudeste',1
"BOA TARDE BRASIL, É SEXTA FEIRA:
BEBEDEIRA, CIGARRO, PROSTITUTAS, XIS BÊICON E REVOLVER NA CINTURA (LIBERADO APÓS O HORÁRIO COMERCIAL) #PAZ",0
Essas mulher burra me da raiva,1
"RT @W_Palestra: @DON_SEP @Justiceiro_Sujo se ela fosse negra, e ele chamasse de preta, ia ser racismo! Principalmente se o namorado fosse B _",0
"RT @fofocasonline: Terrorista se fantasiou de ""refugiado"" e se mandou para a Europa cortar mais cabeças por lá https://t.co/pZkQ8ha89K",1
"@leticiabahia23  ""Luta politica e social para a igualdade de gêneros. Isso ja ocorre exceto no mundo islamico. O fe _ https://t.co/iQOYcMARVc",0
"A mulher no estádio de futebol está apenas reclamando. Se eu estivesse completamente nu, mas mesmo que https://t.co/dKqMPBfgrJ",1
a maioria das pessoas só estão vivas porque é ilegal atirar nelas,0
Você ainda tem dúvidas que branco pode sofrer racismo? https://t.co/3IZbdYJCVJ,0
RT @LeNaZZo @homemdeverdade nao paga pau. Ele paga uma mocreia para tirar a zica.,1
'E ainda reclamam que so ha corrupcao no Brasil ',0
"dei unfollow em pessoas que não era pra dar , palmas para a burca",0
EH DIA DA MULHER Q BURRA NEM LEMBRAR,1
"RT @NAOKAHLO: Pesado, mas real. Por isso estaremos ocupando as ruas neste dia! #8M https://t.co/1MfokO22kS",0
@Estadao @jairbolsonaro @Emais_Estadao Quem critica alguem que faz leis que PUNEM com mais rigor os estupradores e pedofilos ?? ,0
"Essa mulher é linda, ela é uma prostituta, burra e uma mentirosa. Ela sabia q estava viajando nas mãos de amigos",1
Há quem queira desarmar a Polícia. O que acontece desde sexta no #CaosES é o que aconteceria no país inteiro caso isso fosse acontecer.,0
"""Mulher: a carne viva mais nua e macia."" #Uma mulher de verdade",1
"RT @DanTeiixeira: @HumorNegroo Não apague, eu sou do Nordeste e sempre dou por certo, não vejo motivo para tanto rebuliço!",1
'Já encontrei o apelido dele nesta casa e na casa ocuquefala',1
RT @margaridtavares: Vocês estão sendo abusados,1
@amandassini opinião tb dá cadeia cuidado aí fiota,0
"RT @patxwxxd: feminazi
mulher é perigo dirigindo
loira burra
pega vários é piranha
roupa curta merece estupro
""homem é babaca""
NoOOoOOssa _",1
"CAMAROTE GLACIAL JOAQUIN TEIXEIRA:
16:41 MOGI MIRI X BRAGANTINO NO TELÃO
16:43 JOÃO DÓRIA ARRASA NA PISTA DE DANÇA _ https://t.co/G4N5IIG9Ky",0
"Download de cabelo afro pra the sims 4 = pra ilustrar a guria coloca um monte de sim branco e loiro.
MIGA..
QUE QUE CUSTA..?",0
"""Sei que posso dar mais"" disse Carrillo numa noite fria...",0
Kd suvaqueiras peludas essas horas? https://t.co/tbK7HJl3Vv,1
"A cada ""feliz dia da mulher menos pra feminista"" eu vejo o quão burra é a sociedade",1
RT @LeNaZZo @homemdeverdade não paga um pau. Ele paga uma mocreia para tirar a zica.,1
"NENHUM, MAS QUE FIQUE CLARO: SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO (GOTA) DEVIDO A ISSO.  #JoaquinResponde https://t.co/MhY3Q3mTpz",0
"Malta de LISBOA, esta é para vocês:
Já restam muito poucos bilhetes para o show de 2ª feira (dia 20).
Apanhem-nos n _ https://t.co/eEVmAbbpeu",0
"- Moça eu quero aquele tênis.
- Aquele é pra homem
- Mas vc acha que o tênis vai reparar?",1
"O Jorge Monforte é bué burra ya, vai dizer que quer ter filhos com a mimada da Bia à mulher que é pediu para abortar? Ahahahaha burro",0
'São Paulo gosta de chupar pessoal',1
@agdabritto Quero saber tudooo como foi o diaaaa!,0
@LeoLimaDuarte @gabrisinhas mas eu comecei a falar de processo? além de racista agora ces sao cego?,0
"Sopram ventos de mudança
O PNR congratula-se com o discurso de @realDonaldTrump https://t.co/cOSa9MQ2hB",0
Um homem que é homem não vê a fazenda.,1
viu gente claro q existe racismo contra branco!!!! http://t.co/xaoXKW6RnT,0
"Após ter sido declarado persona non grata no Algarve e no Alentejo, Henrique Raposo corre agora risco de vida no Twitter. Resta-lhe o Tinder",0
"A esquerda gosta de viver na impureza, gosta da estupidez feia e dos ídolos. Graffiti não é arte, é uma coisa errante _ https://t.co/pRkOnzBSTQ",1
@Leandroow3 vdd kkkkkkk esqueci de falar isso aí,0
Amigo de Israel: PROIBIÇÃO MUNDIAL de críticas ao Islão no Facebook... https://t.co/BzEN6KaLdF,0
"""Como sua mãe Uma dobra indestrutível kkkkkkkkkkkk""",1
RT @FlavioBolsonaro: @reinaldoazevedo tem que ir ao Museu do Holocausto antes de ver judeus como nós sofrendo.,1
Ja que reclamaram tanto. feliz dia da feminista que faz questao de dizer q nao há genero Masculino/FEM entretanto q _ https://t.co/NqXcHLQ6dt,0
"@antoniocostapm só pode estar a gozar com as pessoas! ""Homofobia""? É a selvajaria islâmica que tanto gosta importar! https://t.co/AaetKxNt6g",0
"'Se o juiz der pênalti em Cuiabá, essa merda não dirá isso'",1
""" Burra é a mulher que aceita ser Amante Pois valorizar um traidor , Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !",1
"@MarleneBicalho vcs moram por onde? Eu moro na Aclimação, perto da Liberdade, Vergueiro, Paraíso...",0
'Rozanabandida é canhota e fedorenta',1
"RTMartaaSrj: Eu reverencio todas as mulheres, esse é o motivo do parto
Mas tem uma querida que é muito fofa e muito estúpida ao mesmo tempo",1
"Quando você vê uma mulher de quem gosta, você é impedido de comer outro https://t.co/XulXyHzpyL",1
Refresco de feminista é.....,0
"@miguelcarvalhu 
Dizer que a ""hegemonia tem os dias contados""? Então não se pode prever o fim de um ciclo? 
Que patéticos...",0
"RT @bjsapinha: Tem certos problemas que sapatão não precisa se preocupar.
Entre eles o de não poder tomar seu açaí em paz. https://t.co/1pR _",1
"se você precisa lembrar de alguém de quem você não consegue refutar uma só linha p/ não se sentir um merda, é sinal _ https://t.co/GfIK7knI5N",0
"Link para um homem obeso: ""AND AE FAT, BORA LUNCH ??"" ""BORA, vamos terminar o almoço aqui""",1
Você é gordo e feio —_ Obrigado https://t.co/biNf3mq69u,1
"‘Essa ideia e isso agora faz com que cada um de nós sofra, então pagamos nossas contas e vamos levar seus amigos ANTI-GOLFISTAS E SAFADOS E '",1
"RT @JOAQUINVOLTOU: QUE COMECE O DESESPERO:
#CarnavalAcabouE FELIZ 2017 https://t.co/wGEk6AWDgd",0
"""As outras mulheres estão na política!""
A grande maioria desses eleitores são mulheres!
Eles não são reeleitos porque as mulheres não confiam nas mulheres",1
'Nao da nem pra comparar fato',0
'Mais um pobre metido a besta ja ja fica sem dinheiro e vai sentir falta dos bons tempos',1
VENEZUELANOS FIZERAM UMA MUSICA PARA JAIR BOLSONARO https://t.co/1URVC1mAhh via @YouTube,0
Eu sou a mulher mais burra do brasil,1
Bom dia sapatão ,1
'As rosquinhas das tricoletes estao ardendo por causa do Conca Pode   ',1
"@_kcris Não deixe as lembranças e saudades te minarem. Enfrente, ouça músicas.. (Essa é linda msm). Conhece The Corrs?",0
AGORA SIM EU ASSUMO http://t.co/UzOwKrxdOy,0
RT @aeciodepapelao: Esse vídeo é ótimo https://t.co/qQM0QcEFji,0
@linknpacto você prefere que eu te explique didaticamente ou te rache?,0
"idiota
Saloios = Tang Nazari, Ingaro, Parulus
Que crime racista contra o povo do norte de Lisboa! Mas quem pode, pode ... desrespeitar.",1
'Foi recebida com  muito  capim e agua  fresca   ',1
"RT @ReyBiannchi: AS VEZES, SEMPRE...rsrs OS ""ANJOS"" NÃO SÃO BONZINHOS COMO VOCÊ IDEALIZA. ALIÁS ELES MATAM, CURAM, SALVAM MAS SEMPRE OBEDEC _",0
Bom dia para aqueles que estão meio acordados https://t.co/bWnbUllIeX,1
"PROCURAREI A MINHA FOTO DO CM, MAIS FUI FEIA E OUSADA",1
"@biainthehouzze n falo com fufas, adeus",1
Graças ao feminismo ! @InesBolsonaro @otmar03 @ajulysantos @misscaviar https://t.co/be2eAJcmuq,0
Poster Fotográfico Panorâmico da Serra do Corvo Branco do fotografo  Seergio Giusti.  Veja mais:... https://t.co/2s82d0Ce1v,0
"Trump preconceituoso, racista!
Não, péra... https://t.co/m2MSgTkk48",0
Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo,1
"As pessoas dizem que estou muito grávida, ????? Gente, me sinto um monstro, tanto gordo quanto feio",1
"Por Andressa Darold – 02/03/2017
Sanções poderão ser aplicadas contra os Estados-membros da União Europeia que se... https://t.co/ZHVXdm822E",0
#DiaDaMulher FELIZ DIA DAS MULHERES Dia Internacional da Mulher #BolsonaroReiDoMundo  Mas voces ainda são capac _ https://t.co/5A2H1XE9RB,0
"esse é o seu argumento?  
hahaha você vive uma mentira e tem medo de ser desmascarada! https://t.co/1UggXmAloF",0
'Exercicio de logica elementar Se o PSDB que ganhou a maioria das cidades e foi o grande vencedor das eleicoes supostamenteb perdeu para os votos nulos imagina os vermelhos kkkkkk FORAM VARRIDOS Em SP entaoPrimeiro turno Um passeio',0
"Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!",1
'Feche o burro',1
"Para de chamar os outros de fascista,vc nem sabe o que é fascismo,seu filho da puta",0
"122 prisioneiros extremamente cruéis, libertados de Gitmo pelo governo Obama voltaram pro campo de batalha. Só mais _ https://t.co/Af4IUr5LNZ",0
"Angola vs Mali
PSG vs Barcelona 
Mera consciência ou será que Angola não é a única equipa fraca???? ",0
"Tópicos que deveriam ser obrigatórios (meninas)
- Porto / Metam
- Não seja uma vadia mentirosa
- Romantismo: merda
- Seja pacífico",1
"RT @rpsantos1970: Já nada nos pára! Estamos juntos! @PNR 
#Portugal #RenovarPortugal https://t.co/9JCCA3QpwZ",0
Venha aqui para avisar os comunistas que eles irão para o inferno.,1
'Presidio superlotado  F  o  D a  SE eu quero saber e da fila  nos hospitais creche e em busca de emprego',0
@_latinlover_ cedemos ao encanto e caímos de boca meu caro!,0
"RT @spitittout: Desde qnd é que um preto pode ter mais dinheiro que um branco, sem sentido https://t.co/HyTvpa1xcG",1
RT @BomDiaAbiga: @Marllutezuds nada não galinha da Angola,0
RT @Adrieli_S: Vamos fazer um bingo com os neurônios da galera que acha que desmilitarizar a PM é acabar com a polícia. https://t.co/wHyNKb _,0
"""Você deve estar atrasado""",1
"Pesado, mas real. Por isso estaremos ocupando as ruas neste dia! #8M https://t.co/1MfokO22kS",0
"@marck2036 @g1 Não tem lei no ocidente q obrigue mulher a usar véu, burca, esses panos todos, ela não é obrigada. Cada um q diga o q quiser.",0
'Marias no Sio Fiz para Marias',1
"Nunca me senti tão gordo, feio, tão mal",1
'O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ',0
"@insoniascarvao podes crer, um gajo até fica deprimido...",0
"Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@netanyahu _ https://t.co/HvrmEdVsGk",0
"Trans nunca se tornará uma mulher, exceto Dick tem seu coração",1
"Obrigado, @samsung! Adoraríamos tê-los aqui! https://t.co/pqg6E3mIeO (SAMSUNG PODERÁ TER FÁBRICA NOS EUA)",0
"Enfia os 7 dedo no cu, argentinos fdps",1
'Porque nao vai aos Hospitais que estao super lotados e falta de equipamentos',0
batalha no dia da mulher e eu nem lembrei burra meixmo deve ter sido top,1
"RT @OdeCarvalho: Já notaram? Nunca, jamais um terrorista, ditador ou genocida foi chamado, na nossa mídia, de ""extremista de esquerda"".",0
Aos poucos vamos acabando com essa tentativa de destruir nossa democracia.#ForaComunismo https://t.co/lGKB7vjMjn,0
"""Esta mina parece um cavalo""",1
"Você fez uma ligação para mim?
Logo eu, que vou levar sua irmã",1
"Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
Não espere",0
"Querem lá ver que ele já nem dorme?... #Trump
Então e os ""direitos humanos"" dos americanos à sua soberania nacional _ https://t.co/qmqeUfvz29",0
A esquerda faz um monte de merda e a gente é obrigado a ver a mídia chamando a direita de extrema ...,0
VOCÊ CRIOU BEM SEU FILHO PARABÉNS  #JoaquinResponde https://t.co/zWLta8ahTr,0
"Devo ser feia, porque já estou gorda ...",1
"Lugares comuns do Sistema 
https://t.co/rslr3x30TY
#GNR #PNR #RenovarPortugal",0
"# Drogas feministas, um bebê antes da queda, um conhecido que usava drogas há 2 minutos e depois quer reclamar da perseguição ...",1
"Eu nem me conheço mais!
Caramba é uma mulher estúpida",1
@lucasmzanella e quando não pôde? tem alguma lei que proíbe? tem alguma polícia que prenda quem não usa? tem alguém defendendo isso?,0
@ch4mps toda a sociedade só tem a ganhar com isso,0
"ESTAR ACORDADO
SÁBADO DE MANHÃ
ISSO QUE SEPARA NÓS
(POVO HONESTO E TRABALHADOR)
DELES
(VAGABUNDOS DROGADOS E CORRUPTOS)
BOM DIA BRASIL
#PAZ",0
"RT @ativismodesofa: #EuParo pq feminicídios ainda são noticiados com chamadas que dizem ""por amor"", ""por ciúme"" ou ""crime passional"". O cer _",0
"com a entrada dos “refugiados”, ele automaticamente não cumpre mais seu dever maior, que é proteger o país",1
"RT @blogdojefferson: Marcelo disse que se reuniu mais de 100 vezes com Dilma. E ela diz que ele ""insulta a minha honestidade"". Dilma insult _",0
Arnold Schwarzenegger não pediu pra sair do Aprendiz. Foi demitido pelo fraco (ridículo) Ibope dele não por mim. Tr _ https://t.co/3jkTyZoXwj,0
"""Boca de Buxeta""",1
Por que não posso chamá-lo de preto se ele me chama de BRANCO BRANCO,1
As teta da loirinha tá demais #altashoras https://t.co/LlS954cBjO,1
"@gabrielaltairc vc n entendeu que eu falei nao? refugiados nao vem pro brasil, é mt longe",0
"RT @MaxwellBaliza: @Justiceiro_Sujo Essa página é o melhor modo de se provar que essa ""justiça social"" não passa de uma modinha.",0
"NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD",1
'MELHOR DITADURA MILITAR  DO QUE DITADURA DE ESQUERDA',0
"@ jujucardoso10 frases típicas de senhoras, porque hj e dia da mulher! estúpido !!!!!!",1
'O certo seria bun da mole',1
"@homemdeverdade come frango cru nao a "" passarinho "" !",0
Kd peludas suvaqueiras essas horas ??? https://t.co/tbK7HJl3Vv,1
"@GLStecanela Mulher apanha aqui na ilegalidade, porque se pegar um bandido ele apanha ou vai para a cadeia !!!
https://t.co/l0LAduFdXX",1
"""As mulheres têm apenas uma maneira de vencer os homens: se tornarem mais mulheres a cada dia."" # Mulher real",1
Magro feio —_ Estou apaixonado por gordos https://t.co/tSU5XTen3m,1
'burro',1
"Feliz dia da: Gorda, da feia, da magrela, da bruxa, da velha, da frágil, da empregada...",1
"@jeanwyllys_real Veja a loucura da militância .... mulher trans, tradução homem também é Mulher. mos. são homens .. _ https://t.co/nb4o8l6plQ",1
'Porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ',1
'O PALMEIRAS VAI SER CAMPEAO  SEM MIMIMI MUNDIAL DE ',0
"Como é triste estar aqui no IBCC e não poder mais ver aquela figura humana de jaleco branco, com sorriso meigo... https://t.co/Wrr9XA5ubH",0
As fufas celebram o Dia da Mulher?,1
kd as sapatao dessa uniritter,1
@Mih_ArmstrongL @otmar03 ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda,1
"~ Oh, eu fiz uma piada sexista e sexista, mas isso não sou eu, você é estúpido e não tem senso de humor ~ FELIZ DIA DAS MULHERES",1
racismo inverso existe sim veja a sintaxe da palavra.........,1
"""Fume o bixo histérico de banana""",1
"Mande seu pequeno mandar mulheres analfabetas
#JOAQUINRESPONDE https://t.co/bsXqWCpvua",1
"A mulher é deposta do cargo por MAQUIAR BALANÇO PÚBLICO e quer se candidatar!! 
Só o Brasil mesmo pra permitir ess _ https://t.co/k2Wf4P44fz",0
@macsanto777 Nazista é contra JUDEU..contra Israel... bolsonaro é pro-Israel.... o que uma pessoa que defende israel tem a ver com nazi?,0
'RUBRONECAS',1
"Dia desses apareceu uma propaganda aqui na minha TL sobre trans serem versões piratas de mulher e eu fiquei apenas ""wtf"" gente burra",1
Diz q é negra só pra reclamar de racismo pfff,0
"""Quando a misoginia é premiada"" - artigo de Vanessa Fogaça pro nosso blog, confiram! >> https://t.co/CZIK66PO53 https://t.co/Zjq4Jl2Q0C",0
Minha declaração sobre o que está acontecendo na Suécia foi referência a reportagem exibida na @FoxNews em relação _ https://t.co/bjklAZyJlt,0
"as pessoas não entendem que no meio dos ""refugiados"" tem inúmeros terroristas, é uma coisa tão óbvia",1
"RT @alcoolinda: teresa: quero ir ao quintal
toda a gente excepto eu: *ignores*
teresa: é um sitio de fufas
toda a gente: BORA!1!!!!",1
@quem_liga @lucasfa_ talvez. não posso acusar sem saber. vou aguardar a resposta pra ver onde essa menina aprendeu a ser escrota.,0
"@AngolanoViril Por algum motivo já pensei ""deve ser de Cabo Verde""
Porque Cabo Verde? Não sei.
A propósito, fui o _ https://t.co/6pTGjCdEX9",0
Olha o processinho na pistoleira https://t.co/xBgiow0dcj,0
"UÉ TURMA QUE  DEFENDE MARGINAL REVOLTADO COM O PESSOAL TIRANDO SÉLFI COM O GOLEIRO BRUNO
ENTÃO ESSE GUERREIRO DO POVO NÃO MERECE 2ª CHANCE?",0
Na moral quando a mulher é burra e não tem como,1
e daí? pelo menos eles não são do PT https://t.co/q9zwIpb2r2,0
Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo,1
"feliz dia da mulher pra mim, que aguento tanta gente ignorante, machista e burra, com um sorriso no rosto sem dar na cara de ninguém",0
"A professora da E.F escreveu meu nome errado, que era uma mulher burra",1
As fufas celebram o dia das mulheres?,1
'MIERDAS',1
RT @KAKA: Querido Kfouri eu te perdoo por todos ataques pessoais que você me fez! Jesus te ama e eu também!  https://t.co/WeZYtUK5TF,0
‘Petrobras BNDES. E ganhou com bilhões roubados da Fornalha ',1
Mas me sinto tão feia ... tão gorda ... tão nada comparada com todas as outras garotas. Você é tão linda e eu existo.,1
Aquele símbolo que dá aquela fome https://t.co/2BqfxiRBg4,0
"RT @marcknho: @lobaoeletrico Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar.",0
"RT @NAOKAHLO: ""Cinquenta Tons Mais Escuros não é empoderador, é abuso"" - Post recente do nosso blog > Leia em: https://t.co/OHHTWkT3Wy http _",0
@BrbaraMaciel8 krl ue gnt pra QM falo que nn tem medo da prima dela mn foi oqe eu falei pra ela nn importa se e gorda magra feia oqe for..,0
'Parece aquelas perguntas ridiculas da globo no meio do jogo',0
"RT @ whoztyles: 30- Anna Carolina, 42 anos.
A Rainha de Sapto, é uma voz tão linda https://t.co/CqaiHAxnEs",1
@angelinhaB2000 sai sapatão incubada,1
'e da lojinha da tua mae aquela prostituta',1
"RT @cristiano_sp: @Bolsonaopressor Padre pedófilo, que abusa dos moleques que ele diz proteger e ainda usa o dinheiro da igreja para bancar _",0
@rbrochrdt Cuidado com os burros no Dia da Mulher,1
"""Você é estúpido ou sabe que ele é o CEO e quer que interfira com outros poderes. Esses salários estão vinculados a um texto constitucional se você não disser que ele é um santo, mas não tenha vergonha de dizer algo. Que você não sabe",1
@hannaroehe eu que agradeço ,0
RT @EdyReskova: O BARCELONA EXPLICANDO A VITÓRIA: VIMOS O ADVERSÁRIO TODO DE BRANCO E ACHAMOS  QUE ERA O REAL MADRID... ,0
RT @honeyandthings: @Curate_Angola aposto que se esses adolescentes tivessem lidado com essa situação desde pequenos não o fariam,0
"@FabisMorelli miga nao tem livro de estudos em promoçao , mulher é burra",1
"Só uma pessoa desagradável pode escrever tal barbárie!
Ah, você é jornalista e isso é verdade?
Desculpe, como _ https://t.co/LcKvyiZUbR",1
"""E você é um idiota""",1
'fafa e daqueles  alunos que eram zuados na escola por isso paga de revoltadinho na internet ',0
.@pedromarini acho que tô com alzheimer porque n me lembro de ter pedido sua opinião,0
essa mulher é muito burra,1
RT @GABRIELPlNHEIRO: Ato em apoio ao Trump em Miami  A imprensa brasileira não vai te mostrar isso https://t.co/f2LnBon9W9,0
"Eu sou demasiado tudo. Demasiado alta, demasiado gorda, demasiado feia, demasiado paciente, demasiado sentimental, puta que pariu.",1
"@guiwde @JosyTelles_REAL Acolher refugiados loirinhos não tá na moda, não dá ibope pra ninguém. Mas se forem LGBT...",1
'Sr Sergio moro crie uma comissao de magistrados corajosos p apurar crimes sem medo',0
Só acho que vou deixar a prova de matematica em branco ,0
'Comissário e Reunião Corrupta',1
"A esquerda reclama sobre o que a esquerda inventou:
Racismo, homossexualidade, machismo, nazismo, a cultura do estupro e luta de classes.",1
"RT @edmilsonpapo10: Suplicy implorou por uma reunião com Dilma, mas nunca foi atendido...
Marcelo Odebrecht teve mais de 100 reuniões com D _",0
"#NaoAceimosRefugiados A imprensa está tão preocupada com os refugiados, mas não lembra que os cristãos do Oriente Médio estão sendo perseguidos.",1
"feliz dia ""Estou saudável, feia e inchada"" feliz dia das meninas TPM",1
"@RenatoBrowne @renataloprete @GloboNews se elas votarem nelas mesmas, talvez ajude https://t.co/A0MTriB5R1",0
'Você acha que é rude',1
"@anapaularsstt sapatao tinha q ser né, meu sonho bjar a callie, agora sou arizona já posso realizá-lo",1
"RT @direitafalando: Era hora de acabar com essa ciência sem limites
um bando de pessoas pobres viajando para a Europa no mesmo avião que eu _",1
"Muitos homens no meu Facebook desejam ""Feliz Dia da Mulher"", mas no clube alguém é chamado de ATA Feia e Gorda",1
'Resumiu bem a opera',0
"Para ser mulher, você tem que provar todos os dias que não é estúpida e capaz como qualquer outra pessoa.",1
'Achei que a macaca vivia apenas na floresta ou no zologico',1
RT @monkwysmells: 3- eu não tenho auto estima. Esqueci ela no útero. Todos dizem que eu sou bonita porem eu n me acho bonita. Apenas uma ga _,1
'Canal e outros serão filmados em chapa pública',1
"RT @DanTeiixeira: @HumorNegroo Não apague não, sou do nordeste e levo sempre na brincadeira, não vejo motivo nenhum pra tanta revolta !",1
@CAIO_BLIND faz outra matéria explicando porque os países da arábia não recebem refugiados? Valeu!,0
Mal posso esperar pela roberta feia Roberta Rala,1
Eu volteiiii agora pra ficarrrr,0
"Irmã estúpida! Em vez de me enviar um voucher, envie para o catálogo acadêmico da UNT!",1
"زی Josebreda
A teoria de gênero não constitui informação de memória.
A ideologia de gênero domina a mente das crianças.",1
"Acho muito legal as feministas que compartilham coisa do quebrando o tabu e chamam as outras de gorda, feia e briga por macho, parabéns p vc",1
Isso é democracia pro Reinaldão... Cada dia mais patético! https://t.co/h4R3e7aPxX,0
"Mulher burra mano! Em vez de mandar a porra do comprovante pra mim, manda pro diretório acadêmico do caralho da UNT!",1
RT @Bruno4664777: @SouBenfica1904 @SLBenfica que lindo é vermelho e branco!,0
'Agora eu vi a capacidade do ser humano de ser TROXA',1
'Ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk',1
"@linknpacto miga, pare. é uma construção social. se você não enxerga isso, além de burra, é racista.",0
Na moral quando a mulher é burra e não tem como,1
