data,Hate.speech
"RT @rpsantos1970: Interrupções voluntárias da gravidez (cultura de morte) ""legalmente"" efectuadas nos hospitais, Portugal, 2001‐2012 https:…",0
"Regular os mercados energéticos e financeiros
https://t.co/KDyksvyzrR
#PNR #RenovarPortugal #Portugal",0
"Lívia Nepomuceno, FOX Sports. Só consigo olhar para uma coisa. Duas, no caso. https://t.co/r2FtcEZGRT",0
"Mulher em estádio de futebol só faz merda. Se pelo menos estivesse totalmente pelada, mas nem isso https://t.co/dKqMPBfgrJ",1
"Mulher, dica de foto pra vc tirar com suas amigas https://t.co/PYJJmdX9YX",0
@BrendaPaesGp oq vc mais gosta na cama edredom ou cobertor?,0
As teta da loirinha tá demais #altashoras https://t.co/LlS954cBjO,1
"A lista de talentos de uma feminista, clique aqui para visualizar https://t.co/tI8fzQk7KX",0
"#GPdoCinema 
Vc lê Grande Prêmio do cinema. Eu entendo outra coisa.. Famosa q cobra por hora o final feliz",0
Globo disse q n ia abandonar o futebol feminino. No menu do site do globoesporte tem link pro site do Neymar mas n tem pro futebol feminino,0
"RT @Beeeellllaaaaa: I want some motherfucking 
•chipotle 
• Panda Express 
• Chick Fil a
• Sonic 
• American best Wings 

But No I'm in Sch…",0
"Um retardado se mata de beber, aí depois tentam proibir todo o resto de beber tb https://t.co/dpqIA5INQq",0
"Mulher, até a Angelina Jolie é traida e vc acha q vc não? Larga de ser otária",1
RT @LetrasCostaGoId: Puta merda que sorrriso lindo...,1
@annavalente vixi as tretas,0
物は調達してきた………さぁ。,0
@wesley_alcapone só sei q é um bosta,0
"@pan0ntim o cara é mil grau total, vou morrer",0
Essa hora só tem puta e viado online,1
@minycalegari tá exagerando já,0
Em qual vc ia primeiro?! https://t.co/NdaHzo4eSJ,0
Se vc tiver 4 paus sim https://t.co/342moBcYQH,0
"Qndo falo ""ir em mulher"" me refiro a meter a rola nela https://t.co/zyNjrvGlJy",1
Vencedora do concurso. A seguidora q tiver uma bunda parecida pode passar em nossa sede para retirar o grosso prêmio https://t.co/row0tGIUPp,1
@minycalegari no seu caso eu posso entregar tb. Sem problemas,0
"Meninas tem q ser ensinadas q sentimentalismo é merda, a Disney é golpista (não existe príncipe) e cavalheirismo é frescura no rabo",0
Mulher boa é assim https://t.co/593O7QgDM7,1
@EditoraHumanas @caiocoimbra @catracalivre e ainda chamou os amigo bicha da catracadaportras pra ajuda-lo,1
"""mais mulheres na política!""

A maioria do eleitorado é mulher! 
Não são mais eleitas pq mulher não confia em mulher nenhuma",1
"Queremos liberação de armas, drogas e prostituição, pela família!",0
#PrecisamosFalarSobreAborto Vc deveria ter sido abortado,1
"Os “refugiados” e a classe política traidora
https://t.co/uY5kl7E2oh
#PNR #RenovarPortugal #Refugiados #Portugal",0
@BrendaPaesGp quem desarma mais? Geromel ou Maicon?,0
Sexta à noite = puteiro,0
"Abismo da desigualdade e injustiça. @jpintocoelho60 https://t.co/rbVSxVDliB 
#PNR #RenovarPortugal #Portugal",0
Só podia ser mulher pra reparar roupa https://t.co/rrFyFds3RH,1
"""lugar de mulher é na cozinha""

Seus machistas de merda, lugar de mulher é onde ela quiser. Desde q pelada. https://t.co/xhKXOHQLlY",1
"""Não aumentarei a carga fiscal... assumo que me demitirei se não houver outra alternativa. Temos de honrar a palavr… https://t.co/kHfaQid6oQ",0
"Eu ganho menos do que o sr, q ganha 33 mil por mês. Favor transferir minha parte do seu salário até sexta. Grato. https://t.co/1y35PYsVbQ",0
"Tem ""homem"" q repara unha de mulher! Com certeza gostam de vara",1
Acorda pra trabalhar ae cambada de vagabundo,0
HIGH SEAS SHOWDOWN  Iran sends warships to Yemen coast after US takes out Houthi bases:  https://t.co/c5s7sXi2xm,1
"Mulherada, é Outubro rosa! Realizamos o exame de mama gratuitamente, basta agendar via DM #outubrorosa https://t.co/f1aaxuAJqQ",0
Ficar definindo significado em tatuagem é coisa de mulheres e tcholas,1
@marcimag_ @beatrcz na frente do estádio,0
Tá calor? Chama a bombeira https://t.co/fDmAaLMedO,0
Sua mãe no trabalho até tarde https://t.co/ca0aLsBXXz,0
"Quer chamar atenção do marido organiza um grupal com as amigas pra ele, jumenta https://t.co/sHHSV1hg7a",1
"@jefersonstutz sim, eu sei. Foi retórica. Mas não rio acreditando.. Facepalm eterno.
Estranho seria se não fosse PSOL",0
@jefersonstutz não sei oq pensar.,0
"O orçaminto do “NIM” 
https://t.co/kB9nAb8BBJ
#OE2017 #RenovarPortugal",0
"Uma Constituição atípica e “sui generis” https://t.co/4QFD5xg3gY 
#Justiça #PNR #RenovarPortugal",0
"RT @rpsantos1970: Juntos, vamos mudar #Portugal! @pnr https://t.co/PcXKrBwLji",0
Como amigas de verdade se tratam https://t.co/Ry82zzOxbx,0
Fica a mensagem aí para todas as  seguidoras https://t.co/Bx4WMW8Qxq,0
"A afronta aos portugueses não pára!
https://t.co/mGEV4CjFRP
#RenovarPortugal #PNR #Portugal #Imigração https://t.co/26j98jdIYH",0
"Partilhe e divulgue!
São cada vez mais os portugueses que passam fome... e o que é que o governo tem feito!?
https://t.co/X8kqVsnu8b",0
"RT @jpintocoelho60: Orgulho em @AntonioGuterre na #ONU? Nunca! O confronto político do nosso tempo é entre o Nacionalismo e Globalismo.
htt…",0
@wesley_alcapone vc viu o motivo?,0
"@RenatoBrowne @renataloprete @GloboNews se elas votarem nelas mesmas, talvez ajude https://t.co/A0MTriB5R1",0
"@zqkitowz sim, a maioria do eleitorado é mulher, 51%",0
"RT @rpsantos1970: Alguém perguntou aos portugueses se queriam este acordo duvidoso, para não dizer perigoso?

#CETA #TTIP #Portugal https:/…",0
"Qdo vc se sentir um imbecil, assista este vídeo https://t.co/ctAkx2WLuw",0
I don't wanna fuck you if you a Dry hoe 😷,0
Deus tem uma mensagem pra vc https://t.co/3cjLRQ00VB,0
"É tempo de abrir os olhos e perceber que estamos a ser governados por amigos de terroristas.
https://t.co/fWMOKbiWz6",0
I just checked in at 7-Eleven with #mPLUSPlaces Download today!  https://t.co/DriQwf2Cpj,0
@minycalegari eu já mandei com a mãe dela do lado,0
"Parabéns, @realDonaldTrump! A esperança reforça-se
https://t.co/A8FE0cYZaP https://t.co/ZhuNJJ4B80",0
"RT @viktortora: O mundo entrou em colapso, o nacionalismo é que o vai reconstruir!
As marinas mortalhas, tremem de medo! https://t.co/OhkHS…",0
I hope that f stands for freak https://t.co/VyLFSXPErO,0
"RT @rpsantos1970: O nosso Presidente @jpintocoelho60 
É preciso renovar! É preciso acreditar!
#PNR #Portugal #Portugueses #JoséPintoCoelho…",0
"Leia a conversa da SÁBADO com o presidente do PNR, @jpintocoelho60 sobre o @LIVREpt https://t.co/SmRJLqvG8i",0
"Presidente @jpintocoelho60 em entrevista ao Jornal I
#RenovarPortugal #PNR #Portugal #JoséPintoCoelho https://t.co/QYAgloslVG",0
Olhando a bunda da Ellen Roche https://t.co/LGZYkikSeP,1
"PNR de um lado e todos os outros do outro
https://t.co/cGHDbjW5Qy",0
"Terrorista marroquino recebia apoio financeiro do Estado e viveu num centro social 
https://t.co/Vpev4geiiS",0
"RT @jpintocoelho60: Quem vai ganhar com esta negociata? Quanto paga o contribuinte a mais?
Já agora... quem votou em @FMedina_PCML para Pre…",0
"Curtiu mais de 3 fotos da mesma pessoa, tá querendo comer",0
É preciso travar a islamização da Europa... https://t.co/yQqKWiKNNs,0
A identidade não se vende https://t.co/0FBKzmmuCV,0
"Como posso ajudar o PNR? 
https://t.co/RLyn5JuE0L 

#Ajuda #Apoio #PNR #RenovarPortugal",0
"A petição que pede a despenalização da #eutanásia foi aprovado por unanimidade, na comissão parlamentar. Vergonha! https://t.co/KqHPyQjizo",0
"Santa Maria da Feira recebeu o PNR no 1º de Dezembro
https://t.co/RDIqldT7wV 
#RenovarPortugal #PNR #Portugal",0
"“Rapefugees”: já começa em Portugal…
https://t.co/2yUoW99sPV 
#Refugees #Refugiados #Portugal",1
"Novela da CGD – II
https://t.co/M5TP8y8kM6
#CGD #PNR #Bancos #Portugal",0
"Santa Maria da Feira terá candidatura do #PNR
https://t.co/Ax0ej6BOe3 

#Autárquicas #Portugal #RenovarPortugal https://t.co/vLm7adip5E",0
"Vai ser uma romaria ao Allgarve para Alldrugs! Texto de Patrícia Ferreira Manguinhas
https://t.co/iNEydB6VjG",0
Meu pau me representa,0
"Este #CDS, realmente... que vergonha!
De facto, torna-se cada vez mais claro que é o #PNR de um lado e o Sistema to… https://t.co/9MiFbWxAbp",0
Grossssssssss https://t.co/iEd0mgRajO,0
Ficámos agora a saber que o preço da electricidade e da água vão sofrer aumentos para o próximo ano. https://t.co/EYaj7x49dA,0
RT @awkwardposts: honestly 💀 https://t.co/qgKnYfPhFs,0
"RT @jpintocoelho60: Os animais islamitas continuam a atacar em solo europeu.
A culpa é dos governantes: traidores, criminosos!
Só o Naciona…",1
"RT @rpsantos1970: A Alemanha já não é segura, a Europa já não é segura.
A culpa é dos políticos traidores.
Islão, aqui não! https://t.co/qA…",1
"O dia 17 de Dezembro foi dedicado, na íntegra, a mais uma autêntica maratona de reuniões na sede do PNR, em Lisboa. https://t.co/cJeVuUH8PK",0
"RT @rpsantos1970: Esta é a mentalidade da nossa classe política governante. @_CDSPP 
#Mesquita #Lisboa #CDS #Portugal https://t.co/7kCbtWf7…",0
"A Alemanha tornou a sentir os “benefícios” dos (i)”migrantes” da invasão islâmica. 
https://t.co/uG82badvys",0
"RT @rpsantos1970: #Muçulmanos em #Portugal - Lisboa, Martim Moniz
#Muslims in Portugal - Lisbon, Martim Moniz https://t.co/2aqySE2LHn",0
"Mensagem de Natal do Presidente @jpintocoelho60 
#PNR #RenovarPortugal #Natal https://t.co/AzJtMk1NQL",0
Um Santo Natal e um Ano 2017 cheio de Esperança - João Patrocínio: https://t.co/7VpJr2vVub via @YouTube,0
"RT @IIFL_UNAM: «Es curioso,
Cuando tu vida se transforma en antes y después de,
Por fuera pareces el mismo
Por dentro te partes en dos...»…",0
"Boas Festas
Juntos vamos RENOVAR PORTUGAL! 

#PNR #Portugal #FelizNatal https://t.co/EcsE8QgH2a",0
"Hoje, às 19h45, na #RTP1: tempo de antena anual do #PNR.
A não perder! E... divulgar. https://t.co/yKfFlC9aKZ",0
"Negociação do salário mínimo em Portugal
https://t.co/1LRcGS1Ajt 
#RenovarPortugal #PNR",0
"Estado da Segurança Privada em Portugal
https://t.co/xdH26hs0q4 
#RenovarPortugal #PNR",0
"Urge uma mudança para renovarmos Portugal @rpsantos1970 https://t.co/1nwgTuUnoU
#RogérioSantos #PNR #RenovarPortugal",0
@MisterRacha @MrTiagoMendes Desta deixo passar. Não haverá uma segunda oportunidade ;),0
"SCP falha golos com jogadores isolados sem ninguém na baliza.
SCP perde com o Setúbal.
SCP é eliminado.
Sportinguistas culpam o SLB.
♥",0
Sempre que vejo um homem com bigode interrogo-me que aposta terá aquele desgraçado perdido,0
"Hoje é noite de novidades por aqui.
Muitas novidades.
Apareçam a partir das 21h00",0
"@WintrAssassin back. ""Right here baby?"" She asked, breathless from all his deep kisses.",0
Se o Jonas fosse médico o Mário Soares tornava-se imortal,0
"Malta de Lousada e arredores,hoje vou estar no Will's Rock Club com o Rui Xará para uma noite de humor calminho, pa… https://t.co/ng0SUTDCM9",0
RT @MrTiagoMendes: Grande espetáculo ontem do @OPauloAlmeida. Se antes já era fã dele agora sou ainda mais. Vale mesmo a pena ir ver este s…,0
"Quando metes a tua namorada na ""friend zone"" para sempre https://t.co/3085lrQN4A",0
"#زد_رصيدك87 
خلاص لا تجيبون طاري سالفه المسعود ترا يجيني حرقان من القهر 💔",0
"Deve ser essa a tal ""guinada à direita"" que a imprensa tanto fala... 

#piada #sótemsocialistanessamerda https://t.co/fsUQ4K9Xi3",0
"Os bilhetes para a Figueira, Faro, Lisboa, Porto e Évora já estão à venda nos sítios do costume
#OverdoseDeTourette https://t.co/ELEbFhVQI0",0
"Ainda bem q ontem a FIFA n atribuiu o prémio ""fair-play"" à Chapecoense.
Temos de parar de premiar equipas cujos jogadores se atiram p o chão",0
"@SlawomirNitras @pomaska pis-dzielce sie nie zastanawiaja co sie z nimi stanie  po upadku  rzadu...mysla ze beda  przy korycie wiecznie,ha,h",0
"RT @rpsantos1970: Eu não pretendo exigir nada, só apelo ao vosso bom senso! 
Não será altura de mudar!? @pnr 
#PNR #RenovarPortugal #Portug…",0
RT @FatosEsquerda: Nível de jornalismo: A Globo News pela correspondente Carolina Cimenti levou fé num documento sem verificação sobre Trum…,0
"RT @alex_borges: Essa mentira de ontem contra o Trump é um divisor de águas, a imprensa oficialmente perdeu qualquer compromisso com a verd…",0
"@elmostrador 

@gabrielboric no es ESA la razón por la que @AFielbaum et al. te largaron de su movimiento?",0
"O @realDonaldTrump já começou seu discurso mandando um alô pra @carolcimenti . Que moral hein?? 

Ahahahahahahahaha!!!!!!!!!!!!!!!",0
"Gente, é o Trump que é ""difícil""! Não é a imprensa que o persegue desde o início com mentiras inclusive... https://t.co/cHfouA36Le",0
RT @NFL_Memes: Los Angeles just got its second football team and is already taking L's https://t.co/zpUY7MTnfx,0
"@DoctorVonJay Já tive que mandar calar uns 2 ou 3. Parto sempre do princípio que são daqueles ""adeptos"" que só vão 1x por ano e desculpo",0
"Sempre que vejo o MasterChef Austrália fico com vontade de provar um prato novo.
Está decidido!
Vou oferecer uma Bimby à minha namorada",1
"RT @AMeer_Elsahel: -

لا تثق في البدايات.. استنى النهايات وشوف الردحات والشرشحات وميتين التربيات الوسخات ✋",0
This is so awesome 😂 https://t.co/CEy42Aap9w,0
"RT @Mark_Lapping: @nan5zac I really hope u get ur chance to meet @kellanlutz soon!
U more than deserve it 😊",0
"RT @OdeCarvalho: Já expliquei mil vezes: Não tenho nenhuma solução para os problemas nacionais, mas tenho algumas para você deixar de ser b…",0
"Se isto continua assim, qualquer dia o Sporting já não consegue emprestar jogadores a clubes da Primeira Liga",0
"Fato ocorrido em NOVA YORK, reduto DEMOCRATA onde Trump perdeu de lavada, mas o agressor era trumpista??!? Vocês sã… https://t.co/9io5RbMWoQ",0
"@mibiel Porque chamar ""idiota"" não é ""xingar"". O prémio iliteracia está entregue",0
Popular in my shop at the moment especially for Valentine's day and weddings https://t.co/oiYQ6qe7HV #crafthour https://t.co/RGddd4KBcp,0
"31 Jan,""Popular Alvalade"":
Eu,@RuiHCruz, @Djubsu, Ana Garcia Martins e convidados-surpresa.
Bilhetes à porta ou em… https://t.co/NXeFsfkN6C",0
"Estou na dúvida entre ver o #Agarraamusica na SIC, o ""Desafio Final"" na TVI ou um balde de ácido na retina",0
"Agenda para os próximos tempos.
Bilhetes na FNAC e Ticketline https://t.co/IBtRKfrgJD",0
@Gordinho_crlh Assim que estiver fechado aviso,0
"RT @pauloap: Ter dó de traficantes e estupradores se matando dentro da cadeia? Gente honesta tem dó das vítimas, isso sim.",0
@KikoisHot Se o abraço for ao @RuiHCruz também conta?,0
Guilherme Boulos preso. Aprendeu (ou achou) com o chefe Lula que ele estaria acima das leis. Se ferrou. Agora senta e chora!,0
"Acabámos de adicionar mais uma data à tour de ""Overdose de Tourette"":
11 Fev -  Covilhã.
Bilhetes aqui:
https://t.co/NeiqhncuJp",0
"@OPauloAlmeida Bilhetes disponíveis aqui:
https://t.co/NeiqhncuJp",0
@NodoaNegra Por um Portugal mais seguro,0
"O Raúl José até quando vai cagar deve pedir autorização ao Jorge Jesus
#LibertemORaulJosé",0
"Democráticos eles, hein? Deveriam mudar o nome do partido para ""dictator-crats"". https://t.co/tWpkIfVN7T",0
@weekchaa oui le sixième ballon d'or aussi il va faire très mal,0
"Há censura ao PNR com dano eleitoral e atraso no seu crescimento. A nossa luta pela mais elementar justiça não pára!
https://t.co/niXrk78BmL",0
"OVERDOSE DE TOURETTE - ON THE ROAD:
O comboio está a chegar à tua cidade.
https://t.co/KFf4LuVztt",0
"@broubecao Braga está nos nossos planos como prioritário. Se conseguirmos fechar a data, avisamos",0
"Sinto cada vez mais nojo da comunicação social. Esquerdalhos com mau perder!
@SICNoticias #YouAreFakeNews #GoTrump
https://t.co/KeZIOR301t",1
"@pensaporti É de salmão, e estava óptimo",0
"@pensaporti Aparece quando quiseres. O restaurante ""Almeidas"" está sempre aberto para ti",0
Este Zivkovic é uma pequena maravilha,0
"Este ""aquecimento global"" está mesmo severo.",0
"Olha a canalhice na chamada! Como se a ""culpa"" fosse da lei, e não dos criminosos! https://t.co/9XX51a28Tg",0
"Dois representantes do meu Top3 à conversa.
Boa maneira de aquecer antes de escrever o meu novo set https://t.co/S8rnuv5ldt",0
"@fguedesramos 
Calhau com olhos ;)
:)",0
"Os Resistência vão voltar para fazer um concerto no Bataclan.
Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar",0
RT @benebarbosa_mvb: Os democratas também boicotaram a posse de Abraham Lincoln. Ele tinha uma ideia maluca de acabar com a escravidão...,0
"@fcancio, peso-pesado do gangue da comunicação social. Apesar da censura cobarde e de ridicularizarem quem se opõe, já começam a tremer.",0
"Os ""tolerantes"" donos do poder e sua carneirada submissa, quando contrariados só ofendem e tentam ridicularizar. Hipócritas de mau perder!",0
"RT @jpintocoelho60: @fcancio, peso-pesado do gangue da comunicação social. Apesar da censura cobarde e de ridicularizarem quem se opõe, já…",0
"A censura democrática é a pior delas todas porque é arbitrária, hipócrita e cobarde. Finge não existir, mas existe!
https://t.co/fdEjtgOx1P",0
@warnerbrosfr,0
RT @vplus: People streaming toward the National Mall for the #WomensMarch https://t.co/bu9tdN1JlV,1
"RT @odedonafrida: - Dr. Bruno, sobre o apuramento directo do Sporting para a Champions? https://t.co/9f3sbNJVy4",0
"Só uma pessoa nojenta é capaz de escrever uma barbaridade destas!
Ah, é um jornalista e é verdade?
Desculpem, assim… https://t.co/LcKvyiZUbR",1
"Está a chegar a hora dos europeus acordarem!
https://t.co/d5yMsyMUyW",0
"Foda-se Rafa...valeu a pena esperar...que 
MARAVILHA",0
@_MissM12 perfetto allora 👍🏻😂 di dove sei?,0
"Quem não papagueia o ""politicamente tolerado"" é silenciado, ofendido e ridicularizado. Sem argumentos, os da situação usam a discriminação.",0
"Voltou as costas para o poder de Washington, virando-se para o país real que jurou defender. Força #TrumpPresident 
https://t.co/VwFs7TzbEX",0
"RT @tamia707: ""if you can't respect trump as your president you can go to hell""

me:
https://t.co/wSRK0oLCVg",0
"Acabámos de adicionar mais uma data à Tour ""Overdose de Tourette"":
24 Fev - Ericeira.
Bilhetes na FNAC e aqui:… https://t.co/2zTqP5irCM",0
@leafar2016luis Infelizmente não Rafael. Estás a meio caminho entre Porto e Vila Real. Pega nos teus tropas e escolhe uma,0
"@fcancio 
Só pensa no Trump. Só fala do Donald. Algum fetiche?
Claro que ele é uma esperança de um novo amanhecer, mas varie no tema. ;)",0
"Bom dia pra você que acordou com esse presente da """"jornalista"""" mais SEM VERGONHA do canal mais CANALHA que há! https://t.co/fQAHMcsE36",0
"""Os temas resultam das visitas efectuadas por #AssunçãoCristas"".
Incluída a da mesquita: submissão ao #IslãoInvasor.
https://t.co/co6lj0CWIb",1
"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
""Liberdade""",0
"@pensaporti Tenho que te emprestar o documentário, vais adorar",0
@pickamiolos Pois...é como estamos...,0
Правила питания для эндоморфов Именно эндоморфам...,0
"Até agora, este é o melhor especial de stand-up que vi em 2017.
Boa surpresa https://t.co/xHDAjmpT7f",0
"Eu devia indignar-me c o discurso d dono d Padaria Portuguesa mas porra,aquels croissants brioche feitos por mãos q ganham €500 são tão bons",0
"Ontem batemos o recorde de utilização da palavra ""nabo"" na TV Portuguesa.
Não acreditam? https://t.co/MGGG26aPJi
#OverdoseDeTourette",0
@ricardo4769 @RuiHCruz Apenas demos início a um movimento,0
Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza,0
"RT @rpsantos1970: Já fomos grandes e respeitados, e podemos voltar a sê-lo. Renovar Portugal, não é uma missão, é uma OBRIGAÇÃO
Juntos vamo…",0
"Sopram ventos de mudança
O PNR congratula-se com o discurso de @realDonaldTrump https://t.co/cOSa9MQ2hB",0
"@paneleiro_ Aprecio o bom humor mas, calma, não abuses da boa vontade. ;)",0
"""Graças"" à imigração? Isso é uma desgraça! Estamos a ser invadidos por culpa principal dos governantes. https://t.co/vJzLXP7aF1",0
"Dimitrov a fazer a exibição de uma vida contra o Nadal na meia-final do Open da Austrália.
Maravilha",0
"A CP está a recrutar revisores e um dos requisitos é saber falar espanhol.
Talvez fosse mais importante contratar pessoas que saibam crioulo",0
Que grande lição de lealdade e amizade incondicional. Arrepiante! https://t.co/e1KdjB4D9H,0
"Federer foi enorme.
O Rei voltou",0
"O Barcelona empatou no campo do Bétis depois deste golo não ter sido validado.
É óbvio que #ACulpaÉDoBenfica https://t.co/0QxbHjBEFn",0
"Estamos a crescer. Assim continuaremos. cada vez mais!
#PNR https://t.co/acRL7L2GbU",0
"São tantas ""pesssoas"" que até têm três ""s"".
Claro, são os ""tolerantes"" democratas.
#ForçaTrump https://t.co/JjQqBSbm4V",0
"@Lusa_noticias 
Tem boa solução: arranje um OVNI. https://t.co/rqBFOzA51W",0
"Meninas, cheguem-se à frente, ele merece.
E têm já uma hipótese dia 31 no ""Popular"" em Alvalade e a partir de dia 4… https://t.co/Rmn3mcLJvr",0
"Concurso de ""Miss"": falta de respeito da mulher pela própria mulher.
Mulher-objecto? Futilidade pura. https://t.co/yvHge6UxDl",0
"Nunca vi a imprensa nacional tão descarada e parcial. Virou torcida de arquibancada. Patético! 

Aliás, democrática… https://t.co/tOlvYTnnZR",0
"Afinal a Constituição da República feita por estes senhores, serve para quê? É para ser violada?
https://t.co/JuaODQaZmS",0
"Aguarela com muitos anos.
#Salazar https://t.co/n00XTL4AiC",0
"O arranque do""OVERDOSE DE TOURETTE-ON THE ROAD"" está prestes a acontecer:
-4 Fev,Figueira da Foz.
INFO:
reservas@ca… https://t.co/xzAoqIMPdt",0
"Quem diz que não devemos comer ovos porque estamos a comer um aborto e isso é nojento, nunca viu o ambiente de uma discoteca às 6 da manhã",0
Tanto dinheiro mal gasto ou pilhado pelos dirigentes podendo e devendo ser aplicado na investigação científica. Som… https://t.co/1rA6VoyxFC,0
O Batáguas também vai ter de fazer o mesmo Joana https://t.co/MAmYuhv6Rt,0
"Vá lá, hoje o programa ""Prós e Contras"" da @rtppt, sobre Eutanásia, não foi, como habitualmente, prós-e-prós, e até foi interessante,",0
"Sempre a somar aspectos positivos!
Pensa na linha de todos os partidos nacionalistas europeus. Excelente!… https://t.co/MHS0oumEjn",0
"O #BlocoEsquerda, ponta-de-lança na cultura de morte, quer agora legalizar a Eutanásia.
Por mim defendo a Vida e sua dignidade.
@EsquerdaNet",0
Vai continuar a encolher os ombros ou vai mudar e apoiar o #PNR? https://t.co/8UCBJ0yWMS,0
A grande imprensa e a população esquerdista mostram o quão democráticos são ao sequer deixar Trump COMEÇAR a trabalhar!,0
Não devia boiar em condições https://t.co/lCcOv1zrgC,0
"Um a cada DOIS DIAS, um absurdo total!! Já a imprensa prefere fazer carinha de nojo para Trump... https://t.co/VqqOMv0lqN",0
"Triste verdade que tantos teimam em não querer ver.
Quanto mais tarde se reverter a situação, mais difícil será.… https://t.co/Qsfabbywwj",0
"o #BlocoEsquerda, promotor da Eutanásia, não tinha este tema no seu programa eleitoral. Isto é honesto?
@EsquerdaNet https://t.co/CyYCcDKPj4",0
"Assim, sim! Uma voz lúcida na cúpula da Igreja católica!
#Lahore https://t.co/4qg6O2KhBR",0
"RT @jpintocoelho60: Triste verdade que tantos teimam em não querer ver.
Quanto mais tarde se reverter a situação, mais difícil será.
#Islão…",0
RT @vitormramalho: A censura em Portugal https://t.co/8qKcaCtKTD,0
"RT @rpsantos1970: Existem portugueses a passar fome, homens, mulheres e crianças... e a culpa é de quem nos governa, mas também daqueles qu…",0
"O ""bullying"" dos hipócritas da comunicação social e dos diversos sectores da sociedade.
Força, @realDonaldTrump https://t.co/bIxHoC18SL",0
Olha o NÍVEL do noticiário de um dos maiores jornais do país!!! É sério que tem gente que PAGA pra ler isso??? https://t.co/7tqxQ81EY6,0
"Com Miguel Relvas no Conselho Leonino do Sporting os títulos estão garantidos! E se necessário for, pede umas equivalências na Lusófona...",0
RT @CremeAcido: a tempestade já chegou ao continente https://t.co/f9k6veIAPU,0
"Não pode ser séria essa chamada... 

QUER DIZER QUE ÔNIBUS RESOLVE PEGAR FOGO ASSIM DO NADA??!? https://t.co/r9pG0N75Kl",0
@drduarte1974 @alexandregarcia aparentemente vc tem mta necessidade de vir falar isso pra mim e agora ja falou pode parar né,0
"Ontem, com representantes da #FLECFAC: o dirigente #CarlosPuna (ao meio).
O #PNR apoia a causa dos cabindas, traído… https://t.co/6AFTtXT0kB",0
RT @allinoneguyPT: Macho Tuga! https://t.co/7PbZF5fnfA,0
"Interessante:
Por que a promiscuidade masculina ‘natural’ é um mito, segundo esta bióloga https://t.co/jafH0CKYXK",0
"@joao_estela essa mesmo, a que nos permite evoluir!",0
"O cara muda de turma de manhã, e à tarde já vira relator da Lava Jato. Tem treta não, imagina... https://t.co/3XnjgagaJ9",0
"É claro, afinal ela está acima do bem e do mal! Até pq quem nunca vistoriou obra em apartamentos de terceiros?? https://t.co/AimO1ysfCx",0
"Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública.",0
RT @evaristocosta: Tenho q 'salvar' meu emprego. Não posso https://t.co/2pHDVQlBFD,0
"RT @lizcgoodwin: Sen. John McCain called Australia's Ambassador today to express ""unwavering support."" Follows reports of tense Trump call…",0
RT @JuMagalhaesBH: A maior prova da honestidade do @jairbolsonaro é a quantidade de votos que ele teve na Câmara.,0
RT @pmraimundo: Diz não às drogas. https://t.co/7IyAMHQ3LH,0
RT @MayaLamberti: Olhem a 3 com carinho ♥️ https://t.co/0gHWdvipAP,0
RT @theweeknd: .@hm ⚡️ https://t.co/1YO6z1umVq,0
"RT @ISingLouReed: O item 3 dessa lista tem que ser impresso e distribuído! eu já sofri da síndrome ""tenho mais amigos homens que mulheres""…",0
Na hora de não votar no Bolsonaro todos os políticos são corruptos. Na hora de votar pelo impeachment não. Parabéns… https://t.co/ojg0Ku0gjw,0
"Existem várias formas de noticiar um mesmo assunto. Infelizmente, alguns escolhem e pior. Felizmente, outros não. https://t.co/gKjEYzrsDb",0
"O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática &gt; https://t.co/TPqO635N7z",1
"RT @rpsantos1970: Vamos lá a ver se entendi...
O PAN é a contra a eutanásia nos animais, mas a favor da legalização da eutanásia nos seres…",0
"RT @Amrahmed1717: بنكتب تويتات بعد ماتشات  الزمالك ومبتنزلش 
بنكتب تويتات بعد ماتشات المنتخب وبرده مبتنزلش
😂😂😂😂 #باصي_لعفيفي https://t.co/W…",0
"A @FernandaLimaBah e seu programa de sexo acham um absurdo as famílias não falarem abertamente de sexo em casa. 

Até pq ela certamente...",0
"...senta na mesa e pergunta p/ filho se ele já se masturbou hj, e ele pergunta como foi a transa dela e papai.

Hipócritas! @FernandaLimaBah",0
"Sócrates processa o Estado português. Mas, para provar a sua inocência, irá doar a indemnização recebida para abater na dívida pública.",0
RT @vitormramalho: Coimbra: Instrutor de artes marciais é candidato do PNR à Câmara https://t.co/xsDpPSMIrX,0
"Falou ""populista"" já sei que é da turma 'fake news' e RETARDADO! https://t.co/Dr87lJ0zBg",0
"Agradece-se esse empurrão vindo do outro lado do Atlântico para dar o golpe de misericórdia na famigerada @uniao_europeia 
#BREXIT #PEXIT",0
"O #PNR, ao contrário do desinteresse dos demais partidos e dos órgãos de soberania, apoia a justa luta dos cabindas.
https://t.co/zwF4xKVKEe",0
