text,hate_speech
Podia ta mais branco  pq gosto dele tempestade mas tudo bem,0
"@okiamxico @Refugees @Refugiados_Pt 
Sim, num país, à data, já cheio de muçulmanos. Hoje está bem pior!",0
"a mulher no BBB soltou um ""mexicano que é mexicano nem caixa d'água tem"", que programa de gente burra da porra",0
"Desculpa gente, mas quando vejo mulher falando mal do feminismo eu só consigo pensar que ela é muito burra ou não sabe o que é feminismo",1
RT @sadcharlott: homens não gostam de mulheres homens gostam de mulheres a favorita das mulheres é sapatão,1
'o moro vai sentir o peru do aecio entrarkkkk',1
"RT @anais_sts: @mariaa_msj Eu não quero, então eu seria o bando feio e gordo",1
Não deixe as NOTÍCIAS FALSAS te dizerem que há um grande conflito no governo Trump. Estamos nos dando muito bem e p _ https://t.co/IBXhrLqcf8,0
"Meu pai veio me perguntar por que uma mulher é burra de ter um filho novo (adolescente e tal), eu dei minha opinião e agora ela está chateada comigo.",1
Olhem só o MEDO que a mídia está do @jairbolsonaro ser presidente https://t.co/cN6qv9C3fc,0
'mas no sao paulo o apressado come C u',1
POR QUE SÓ MULATA GLOBELEZA QUEM É SIM É DANO BRANCO NÃO SABE QUE SAMBAR NÃO É ISSO ?????????????,1
chá de chá (chá verde chá preto chá branco) todos parece só água ah nem,0
Porque vou continuar a trabalhar o pior e o pior,1
"@InesBolsonaro sorte sua, se vc for menor de idade ele vai querer comer seu cu",0
"RT @Silvio_MKT: O que o @STF_oficial está fazendo com Bolsonaro é um crime, um abuso d autoridade, politicagem barata, suja, está na cara q _",0
"RT @jaaguara: Pode ser feia, pode ser gorda, só não pode ser feia e gorda.",1
O Batáguas também vai ter de fazer o mesmo Joana https://t.co/MAmYuhv6Rt,0
@gentebranca1 aproveitem o BBB e denunciem.,0
"São tantas ""pesssoas"" que até têm três ""s"".
Claro, são os ""tolerantes"" democratas.
#ForçaTrump https://t.co/JjQqBSbm4V",0
'Deviam perguntar a ele sobre os cartoes corporativos  que em  meses gastaram  milhoes muitos mais do que o outro governo em  meses  deveriam zeras estes cartoes ',0
"Me sinto péssima, gorda, feia",1
"# SerMulher Ser No dia dela, o marido prepara um jantar romântico e no final da noite ... você faz greve de sexo para acompanhar _ https://t.co/vnhizK0Lrz",1
"RT @miidulo: Eu queria avisar meus amigos que toda a escola nos conhece como um ""grupo dique e fago"", como eu sei disso? Eles disseram _",1
Mariel tem o péssimo hábito de me chamar de gorda,1
"NENHUM, MAS QUE FIQUE CLARO: SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO (GOTA) DEVIDO A ISSO.  #JoaquinResponde https://t.co/MhY3Q3mTpz",0
RT @catarinartifice: Alguém sabe de quem tenha perdido um Samsung Branco hoje?,0
"RT @spitittout: Desde qnd é que um preto pode ter mais dinheiro que um branco, sem sentido https://t.co/HyTvpa1xcG",1
@canofdandelion vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).,1
'Ele virou goleiro',0
"teresa: quero ir ao quintal
toda a gente excepto eu: *ignores*
teresa: é um sitio de fufas
toda a gente: BORA!1!!!!",1
'nao tiro um real do orcamento geral pra destinar a presidio com tanta falta em hospital ',0
essa mulher é mt burra,1
"""Carlinha Antinha serviert die Ridicula petebas""",1
'Vá lavar a louça da sua vaca',1
"Islã - 5 letras
Bomba - 5 letras
Coincidência ??????",1
'Podiam retirar dos lucros dos bancos ',0
'kkkkkkkkkkkkkkkkkkkkkkk faz me rir',0
"RT @jaaguara: Não é que ninguem te ama, ou você é gorda ou é feia, é simples!",1
"Participação do #PNR nas autárquicas vai crescendo. Com programa nacional e diferenças locais, pode dizer-se: todos _ https://t.co/scEsjxHxcH",0
RT @profsandrag1: A Estrategia das tesouras LULA X STF X BOLSONARO Tá explicado por que nunca julgaram NENHUM  processo de LULA.  @EricAmar _,0
RT @TiagoLeifert: @ThgDomingues @JOAQUINVOLTOU saindo daqui pego o helicóptero que conquistei com meu trabalho honesto e vou pra Bragança. _,0
"Leiam e compartilhem! 
Precisamos nos unir contra o socialismo. 
O momento é agora ou nunca mais. https://t.co/2qIIkleV5i",0
"@LeNaZZo, @homemdeverdade, você deve ter 2 filhos nos 24 territórios que deseja ....",1
"Se isso continuar por mais uma semana lá, o Uruguai entrará em recessão",1
"BRASIL ACIMA DE TUDO 
DEUS ACIMA DE TODOS
AMEM",0
'Mais dinheiro desviado em   ',0
'no fim tudo dara certo  Rumo a gloria',0
"Os Resistência vão voltar para fazer um concerto no Bataclan.
Eu sei que dizem que um raio não cai 2x no mesmo sítio mas deixem-me sonhar",0
RT @JOAQUINVOLTOU: O TUITER AINDA RESPIRA https://t.co/c3iyZGYkRh,0
"Feliz dia das mulheres pra Tammy Gretchen
Que mesmo depois de várias alterações no chassi, continua sendo mulher!",0
Gostaria de dizer que enquanto eu estiver me sentindo gorda e feia eu n quero ver a cara de ninguem,1
"O amante de um homem problemático está sendo estúpido duas vezes - pepita, mulher",1
'com Anelkocando ate hj Maria Ele nao e argentino nao viu Todos sabem q as Marias se borram pros argentinos',0
"Esses caras não me chamam de nada, mas quando ficam feios com as namoradas, não querem marcar um encontro porque sentem falta delas rs",1
"#NaoAceimosRefugiados A imprensa está tão preocupada com os refugiados, mas não lembra que cristãos foram perseguidos e assassinados no Oriente Médio",1
' Milhoes para Sergipe  e  Milhoes pra Alagoas   Governador de Sergipe e um Bndaum Mesmo ',0
RT @jpintocoelho60: Vai continuar a encolher os ombros ou vai mudar e apoiar o #PNR? https://t.co/8UCBJ0yWMS,0
"Garota gorda e feia rica --_ Sim, estou aqui para rolar pelo resto da minha vida https://t.co/VFxQ9xq4JK",1
"NÃO USO ESTE SABOR DE T A T, CHEGO MAS CHAMANTE E DELICIOSO, UM ANTIGO Amante da Moda #JoaquinResponde https://t.co/lPfxQzYsMD",1
RT @wtvcenas: as fufas d lx são tão falsas q dói kkk,1
bom dia seus sapatao,1
Nas Principais Nações da UE Maioria Apoia Veto Estilo-Trump' Pesquisa de mais de 10.000 pessoas em 10 países... _ https://t.co/l0hYRE2tsK,0
RTsilvab_: @ angelinhaB2000 incubatórios,1
FAKE NEWS! Toda a gente sabe que só os brancos praticam a escravatura e que o Islão é a religião da paz. Só propaga _ https://t.co/0Z0o0cFRk6,0
"""Você deve estar atrás""",1
'Em pontos corridos gritinhos de eu acredito nao colam rajkazblanks ',0
O homem era um girocóptero no banheiro da casa da sogra.,1
"@juliamionn @ bibia_22
""ela não gosta de você"" ""ela é muito feia e acha que"" ""faz bagunça"" ""grande"" ""redondo""
nenhuma coisa
eu não sei
não
degrau",1
Pode vir para o Brasil que ajudo a divulgar e trabalho de voluntária... https://t.co/5mZIqbJRjR,0
A paz roxa está muito quente #hightime https://t.co/LlS954cBjO,1
@bb sem agradecer q vai passar a festa toda falando mal dos outros e fazendo slogans gordos e feios kbkkk o bbb sweep,1
"Interessante:
Por que a promiscuidade masculina ‘_natural’_ é um mito, segundo esta bióloga https://t.co/jafH0CKYXK",0
"RT @SPD_33: Ex-candidato do PSOL é preso por estuprar cães e portar drogas. Estes são piores que o PT, são aberrações. (Vídeo)
https://t.c _",0
viu gente claro q existe racismo contra branco!!!! http://t.co/xaoXKW6RnT,0
Meu Deus!! Que catracada do @DaniloGentili no @GeekVox! Quis lacrar e se fodeu! https://t.co/p9CzFS1rlc,0
"Queres ir ver ""Overdose de Tourette"" ao Casino da Figueira e não tens paca?
Olhó passatempo na página do evento:
https://t.co/aKIHbJrye8",0
"RTEgocentricpapi: A Mulher Inteligente é outro Mambo, não tem como! Não é estúpido, pode ser lindo, mas estúpido, você pode morrer.",1
Mano q mulher inteligente da porra eu tô me sentindo burra,1
@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless,1
Bom dia companheiros! Alguém sabe a que horas chega o asteróide? É para  saber se ainda tenho tempo para comprar o livro das quintas-feiras.,0
"@edmilsonpapo10 @reinaldoazevedo 
Reinaldo Azevedo morreu quando mandou Sergio Moro ir ""catar coquinho"".
https://t.co/BZvFDjFGtL",0
RT @ JoselitoMuller3: O mais surpreendente na filha de Maria do Rosário é saber que o deputado não é virgem,1
"@editorahumanas Por enquanto...acho que NADA !
Não é agenda da esquerda falar mal do islã, mesmo com as atrocidades _ https://t.co/WxQlrRzfCZ",0
RT @cusBahia: Dossiê: Saptas são uma revolução! Sobrevivência e resistência de lésbicas em encruzilhadas secundárias. Https: // t até 26/3. _,1
"Este fim-de-semana a caravana vai andar por aqui:
- 10 Fev: VILA REAL
- 11 Fev: COVILHÂ
Bilhetes na FNAC,bilheteira _ https://t.co/C6ks5FIt96",0
@LeoLimaDuarte @gabrisinhas então por que diabos essa branquela ta reclamando?!,0
"Diferença entre ""manifestante"" e ""terrorista"".
Esquerda = vagabundo de motim.
Conservador = patriota, o povo de _ https://t.co/XvQzqwFtHs",1
RT @AlexRoussef171: Povo comendo lixo - esta é a prosperidade comunista bolivariana. Luladrão e sua ORCRIM tem que apodrecer na cadeia. htt _,0
"'Vai ser bom para você, mas requer viagra'",1
RT @PastorMalafaia: Assista! Aqui esta o documento que prova q o jornalista canalha da istoe requenta a noticia p me denegrir! https://t.co _,0
Existem apenas pernas e diques no meu escritório e a coisa mais engraçada do mundo,1
"@aninha_caraujo @sofiakalap @BiaMontezumaMF sua vida e babar o ovo da Bia , e a bia e feia e gorda !",1
"RT @_dkcosta: Eu sei o que é ser mulher ...
quando decidi ter uma filha minha (sim, foi planejado)
ouvir apenas mulheres estúpidas e desestruturadas _",1
Quando vc descobre que aquela mina que vc conhece de vista é sapatão,1
"Amigos passam o ano todo falando: ""Que vadia"" ""gordo"" ""Não entendo porque é horrível",1
"se alguém quiser piteu, está aqui um grupo de fufas para vocês",1
@linknpacto você prefere que eu te explique didaticamente ou te rache?,0
Da mesma forma q eu enfio o pau em algumas pessoas (mulheres) e outras não (homens). Chama-se: escolha pessoal e vt _ https://t.co/kC758QQaq8,1
"Eu tenho um pênis, as meninas têm uma vagina. Fim ... https://t.co/7eGkBhTjcQ",1
'Mas ele vai preso Aguarde',0
"adorando essa cerimônia, só nao to entendendo esses monte de país subdesenvolvido no meu estádio",0
RT @PastorMalafaia: O q Levy Fidelix disse: O APARELHO EXCRETOR NÃO REPRODUZ.Onde está a homofobia e a mentira? Em lugar nenhum.Cambada de _,1
Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN @AbrahoCavalcant.,0
'Vao ter que renovar o contrato do Sergio Ramos ate  tbm',0
"RT @ jpintocoelho60: Duas provas! Corolário: Vá para casa, faça uma boa viagem!
# Migração Interna #Islam
@RealDonaldTrump https: // _",1
"@wondcabeyo ninguém me quer
Eu sou gordo e gordo exausto",1
"@mdaring Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de ""vitimismo"" que dá no mesmo.",0
meu malvado favorito caiu?,0
"""Vá e lamba suas bolas.""",1
RT @Fagoncalves_: @direitafalando amei esse tt,0
"Eu cresci ouvindo:
""Uau, você é realmente uma mulher?""
""nunca terei filhos""
""Alguém nunca vai te amar""
""vai ficar pra tia, tá vendo?""
""Você é um dique?""",1
"GUERRA LEGAL: ""Notadamente, em toda opinião, o painel não se preocupou em citar este (o) estatuto."" Uma decisão des _ https://t.co/nvnk4KJ2pf",0
"""Outro jogo e flFE Z ES sem palco"" glo b o '",1
'Vai que Neymar faz um gol contra para agradar o Messy',0
'Esse negro e o seu pai Sua mae deu pra ele quando jovem',1
Kd as suvaqueiras peludas essas horas ??? https://t.co/tbK7HJl3Vv,1
'vamos ver quantas maes que tiveram seus filhos assassinados por estes assaltantes a Ministra vai visitar',0
Uma #Woman pode usar silicone. Mas primeiro você usará seu cérebro.,1
@MateusPapini @AlexiaTonetti frescura no cu dessas nega do mov. negro,1
"HOMENS USANDO SAIA E MAQUILHAGEM:
APLICAÇÃO CULTURAL DE MULHERES
MULHERES DEIXANDO SUVACO PELUDO:
CULT APÊNDICE _ https://t.co/wosNyx4JLo",1
"@Leandro__Karnal 
Como afirmar isso?
Baseado em quê? 
Opinião? 
Doxa?",0
O feminismo do “faça acontecer”* e outras variantes do feminismo empresarial falharam para a esmagadora maioria... https://t.co/nifAweAInR,0
"@pensaporti Tenho que te emprestar o documentário, vais adorar",0
"Aparentemente, as 592 páginas do livro de Cavaco Silva contêm mais enxofre do que os armazéns da Sapec, em Setúbal...",0
"RT @RhRaysa: [8h06 07/03/2017] Naily: Will CSChkada
[8h06 07/03/2017] Nelly: Muitos diques",1
O FACEBOOK CAIU VAMO VOLTAR PRO ORKUT GALERAAA,0
"Pessoas, barragens me assustam https://t.co/hYXY938g3G",1
"RT @zecarlosantos2: Os “antifascistas” contra Trump são os novos fascistas, como alertava Churchill @lsantanna @AdrianaCarranca https://t.c _",0
@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma,0
"RT girlslkgirls: Mulher é tão boa que na próxima vida, se eu nascer mulher de novo, com certeza vou me tornar uma sapatinha de novo, sem pensar duas vezes _",1
"Pode bater em mulher não, amiguinho. Larga de ser retardado",0
"NEYMAR TEM O FAMOSO ALVO ""OLHO AZUL EM GORDA""
LINDO, MAS NÃO É PARA ALGUMA",1
curtindo um ótimo #DominGot que o capitalismo me proporciona,0
"RT _ly_carr: Toda vez que vejo um cara comentando que toda feminista é sapatão, tenho vontade de gritar no ouvido dele QUEM DERA",1
"As redes sociais são muito isto.
O jornalismo não deveria ser https://t.co/TPtQzg4gvU",0
"@joanaccbarbosa @ t4keshy sim, mas não gosto de fufat.",1
'IDIOTA',1
fufs são loucos,1
RT @MonikaSouzaS: Só que eu acho (muito) esquisitas essas mulheres artificiais que falam gemendo pelo nariz? #PreguicaDeGenteSemConteudo,1
"E qual o problema??!? Contrato quem eu quiser, oras! https://t.co/hRykXNkvik",0
Me acompanhe ao vivo às 9:00 P.M. #JointAddress https://t.co/uhc1g6GSwi https://t.co/pidstM5qVv,0
O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital,0
"O Lula me bloqueou no twitter
Alguém deve ter lido pra ele minhas piadas...",0
"4 ANOS QUE O CHORÃO MUDOU DE BANDA
TROCOU O CHARLI BRAU JR PELO SEPULTURA
  #PAZ",0
'RLX  neymar ja ta bem treinado pelo barca  so chegar e vesti o uniiforme ',0
@AllyssomH xeque-mate é filmaço!,0
tem mulher que e burra invés de seguir em frente anda pra  trás pra cometer o mesmo erro ,1
"@BrothersDireita Olhe para o clube russo. Mulheres, não usem feminismo. Somos contra a violência (apenas para _ https://t.co/XRmqNutpwF",1
Servidos??? @ Praia De Leste - Pontal Do Paraná https://t.co/VphicEFiEY,0
"bandido bom é bandido morto
menos o cunha ele tá do nosso lado",1
RT @eloisioalmeida: @Justiceiro_Sujo Me mostre um patrulheiro(a) do politicamente correto e eu te mostro um hipócrita,0
"@IJunqsouza @PastorMalafaia Religiosos ou não, devemos agradecer por eles estarem renunciando à homossexualidade. Enquanto todos estavam em silêncio, sozinhos ...",1
"""É o bisão depois de um tempo ele diz que se o Leicester ganhar o campeonato, ele é de ucu""",1
@Direita_blog quem é contra o ISLÃ..defende muito mais a mulher do que qualquer outra feminista,0
Deus tem uma mensagem pra vc https://t.co/3cjLRQ00VB,0
"@HelderRocha16  mas eu não disse q são santos.. héteros tb matam, traí , furta, pessoas assim merecem pagar pelos crimes.. tá bom assim?",0
"Se fosse ao contrário?
Lobos comunistas fariam um escândalo e toda mídia cobriria. Prof. @OdeCarvalho sabe bem dis _ https://t.co/Yy0dhRadHL",0
RT @naominfeliz: Ainda não recebi um certificado se este casal for https://t.co/EROEk1lBZ6,1
"RT @passistalu: @videmc 
Da negra mãe não só Ossaim Vem de Alaketú, Jêje e Angola Na cura o desejo mais puro Fé no futuro vai minha escola _",0
"@barba__rija vá lá, não sejas radical.",0
'O culpado pela perda do titulo e o mesmo pela briga pelo titulo kk via entender  ',0
A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..,0
"Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!",1
Alguns diques lindos aqui na escola kero,1
As mulheres podem usar silicone. Mas você vai usar sua mente primeiro.,1
"Acho mal que não tenham metido a carreira da Bárbara Guimarães neste ""In memoriam""
#Oscars",0
Relatório de Força de Trabalho do LinkedIn: Jan e Fev foram consecutivamente os meses mais fortes para contratação _ https://t.co/ddcouzuDKO,0
"Jair Messias Bolsonaro desmascara padre pedófilo que o atacou
https://t.co/iySaKv4j5R",0
'Ficam um monte de mocinhas brigando por Messi e CR Virem homens',0
"O que quer dizer que existe uma conta chamada ""fufas do porto"" ???",1
"@azulsagaz assisti mano, só compartilhei agora pq não tô recebendo todas notificações 
Mil desculpas",0
PARABENS SAPATÃO SDDS @attomiter https://t.co/hNz7wYc1WC,1
"RT @ jpintocoelho60: Duas provas! Corolário: Vá para casa, faça uma boa viagem!
# Migração Interna #Islam
@RealDonaldTrump https: // _",1
"@_jujuba_lima que baummm hein, tem coisa mais gostosa? Eu ando reflexiva.. mas, enmm paz. Tb mto bom!",0
"dei unfollow em pessoas que não era pra dar , palmas para a burca",0
Estou feliz que sou um dique e não preciso disso,1
@CapitalismoOP deve ter uma feminista peluda e bem gorda trabalhando no foicebook... ,1
"Amor próprio e liberdade foram o mote da campanha da Insecta Shoes para o Dia Internacional da Mulher, que contou... https://t.co/y4QAGkWTni",0
RT @camillaconti: ia perguntar se o dia Internacional da mulher era no mundo todo mas parei um pouquinho pra pensar e agora eu to me sentin _,0
"Prostituta Uber: a mulher não quer ser GP, mas ela quer dinheiro, vai lá e dá. Mais barato e mais acessível
A ideia ainda está aí",1
"OLÁ FEMINISTAS:
ATÉ QUE UM SISTEMA SOLAR SEJA RESOLVIDO PARA APARECER
E SEU PAI NADA https://t.co/ysRnqpzvOX",1
'Engracado e meter a mao no dinheiro da  populacao e ao mesmo tempo querer ajudar uma empresa privada  OI  com dinheiro publico O jeito e esperar outro meteoro dar o reset novamente',0
Temer vai levar no 1 turno  https://t.co/tUrZsOwBoV,0
@jotap_rios tipo o quê?,0
'Enfie na cauda da sua mãe',1
"O José Manuel Coelho em vez de pedir asilo político ao ""principado"" da Pontinha devia era pedir à vila de Cascais. Com o Salgado resultou...",0
"não existe nenhuma prova contra a dilma e mesmo assim ela está em processo de impeachment
beijão deus te ama https://t.co/JtJMx9F0eb",0
IMAGINE SE EU NUNCA VOU VER ESSES BONITOS COELHOS NA REDE DE TV PARA VER O OSCAR: BANDA BABACA DE ATOR QUE QUER 'LACRA' CONTRA TROMPESA.,1
"RT @walisonbernard1: #SerMulherÉ ""Vai la com suas amiguinhas"" parabéns a todas as mulheres vocês são incriveis,menos a Dilma.",0
"Não vi nenhuma feminista de esquerda dando parabéns a elas Dia Internacional da Mulher
FELIZ DIA DAS MULHERES _ https://t.co/kuKQudUaw5",0
"Mesmo em pedidos, recuso-me a falar sobre o BBB! mhomemdeverdade não participa de um programa para ganhar milhões. Vencemos a batalha diária!",1
"@CarlosBolsonaro qdo vcs era moleque, ele mandava vcs desligarem o videogame falando que ia estragar a TV? Hahahahaha",0
Os muleke é liso sim mas o governo é muito mais.,0
RT @ nuchyg99: Fuff World também não é para mim,1
RT @Walgreg: VERDADES QUE PRECISAM SER ESFREGADAS NA CARA DE TODA FEMINISTA. https://t.co/Wji5Q8PCB6,1
@felipefepacivil  kkkkkkkkkkkkkkk  a abelha sempre voltaaaa  rsrs,0
@homemdeverdade gosta quando @averdadeeh sem rodeios....,0
"De @rpsantos1970 aproveitamento da chamada “crise dos refugiados”
https://t.co/rl9PIrgtBz
#Refugiados #PNR #Portugal #refugees",0
RT @vitormramalho: A censura em Portugal https://t.co/8qKcaCtKTD,0
É preciso travar a islamização da Europa... https://t.co/yQqKWiKNNs,0
"Você só fala mal do Silas Malafaia, porque ele é o modelo de pai que você nunca teve!",0
"Do Facebook de um deputado do #PS. De facto ""quem se mete com o PS leva"". Tolerantes no seu melhor!
@psocialista _ https://t.co/8A73EOnd7g",0
"Alguem aí quer peixe? Pq eu já pesquei vários aqui....
Cheiros a todasssss",0
'Vc tem algum retardo ou e burrice mesmo Maria',1
TRAZEI COM UMA FEMINISTA  #JoaquinResponde https://t.co/6GMqUg6ru5,0
'Aproveita e deixa essa capivara por ai',1
Teve um filme que a Gloria Pires fez papel de rapariga https://t.co/0ePnyr0mKm,0
'o mouro vai sentir o peru do aecio entrarkkkkk',1
'Em pontos corridos nao tem disputa de penalty rajkazblanks ',0
"Quem disse que domingo não é dia de estudar?! ;)
Veja nosso tema e escreva a sua redação.
#enem #redação #sisu
https://t.co/x9fcuYCFLH",0
RT @OficialJoao: Orgulho Hetero  Homofobia. Abs,1
"RT @prrttyhrts: Sempre me sinto o amigo mais feio e rápido da banda, sou péssimo com o corpo e com o rosto. #aproblems #ascanamia",1
"@Chiiaritta a criança não sabe ainda está a tentar controlar seu corpo aonde fazer coco, habituar-se aos alimentos, fazer amigos, brincar",0
"pelo menos com o capitalismo eu pude ver guerra civil na estreia
vai lá ver em cuba",0
#HQEH acorde cedo para assistir aos jogos da Copa do Mundo. #Copa do Mundo,1
"RT @rpsantos1970: Juntos, vamos mudar #Portugal! @pnr https://t.co/PcXKrBwLji",0
A União Europeia deve visar os países que não acolhem refugiados. Você entende agora por que tudo isso vai desmoronar? #Europaxit,1
"'Casa da mulher e na pia, fogão e cama'",1
"amo os negros são tao gnt boa, é uma pena q pararam de vender",1
"HOJE TENHO CRESCIMENTO COM ESSES HOMENS E MULHERES
ACHO QUE SEREI UM COM VERGONHA _ https://t.co/z4wRncC98n",1
'Agora que o tricô está saindo do controle',1
"Não gosto de ""chat"" no MSN. Ele responde porque outros falam. Eu nem tenho tempo para frescor.",1
#usecamisinha e você não vai precisar abortar,0
'tem que investigar quem te deu aula de portugues',0
Qdo te vejo meu coração tb dispara e manda (mto) sangue pra vários lugares do corpo https://t.co/FNqDiTohaR,0
É por isso que esse país está da forma que está ...e isso pq a USP é uma das melhores universidades . Tem gente que _ https://t.co/06EPcW7wqB,0
RT @Justiceiro_Sujo: Este aqui @SpOAB não vê. Mas as piadas que @editorahumanas fazem sobre feministas gordas as deixam preocupadas ... https: //t.c _,1
@FeiticeiraDrink Já percebeu que só militante feia e gorda  fala mal de homem ?,0
"A mídia de NOTÍCIAS FALSAS que inventa histórias e ""fontes"" é mais eficaz que os democratas desmoralizados - mas is _ https://t.co/9HbvTqEapk",0
@tchulim gente QUE FOFURA!,0
"Tem mão de homem, é com calosidades.",1
"Ser um amante do caralho é ser estúpido duas vezes! - Pepita, Mulher",1
"Agende seminário ou palestras para liderança, jovens e igreja geral sobre Ideologia de Gênero. 
Com 5 livros... https://t.co/XmSL8gDa8l",0
O homem que é o homem está cheio de suco de laranja.,1
"garota vai se tratar! Eu esfrego argumentos lógico, fatos e verdade na tua cara, mostrando o quanto vc é uma ingênu _ https://t.co/ZpIPVyCNDc",0
"E você , já escolheu o presente para a sua mulher , no dia internacional das mulheres ?? sugestões da nossa garota _ https://t.co/laX8xO9hSI",0
'Desde que assumiu so falafalamas resolucao nenhuma',0
RT @monkwysmells: 3- eu não tenho auto estima. Esqueci ela no útero. Todos dizem que eu sou bonita porem eu n me acho bonita. Apenas uma ga _,1
'O cara que coloca  chiquinho  para  cirino e gabriel para jogar nao pode ser normal',0
"@dntwit
Saloyas = narcisista, ígneo, folha de pagamento
Que crime racista contra o povo a norte de Lisboa! Mas aquele que pode ... desrespeitar.",1
Cristãos abusam de gays e mimimi @PastorMalafaia @felipeneto @Estadao @ otmar03 @InesBolsonaro @misscaviar _ https://t.co/OmRQhp8bI8,1
@karlariane não adianta porque ela não mostra a cara. o máximo que vai acontecer é o perfil ser apagado.,0
Oficialmente a mulher mais estúpida do mundo,1
Tem tantos sapatos lindos em SP que eu quero estar aqui,1
"É óbvio que as pessoas não entendem que existem inúmeros terroristas entre os ""refugiados""",1
"RT @EricksonEriie: @Curate_Angola Não sei, nunca vi essa foto, mas se for uma época em que não consigo ver o amor gay, também não consigo ver.",1
'Pode prender inocente  ',0
falar a verdade. Te incomoda? https://t.co/U8kUA7jCRy,0
"RT @IndeliCath: #meuamigosecreto  diz que eu sou legal mas pediu pra ficar comigo e eu disse não,agora ele diz q eu sou vagabunda",1
'Peco ajuda aos universitarios que me ajudem a interpretar o que o zozoi quis dizer',0
"@CapitalismoOP @YouTube essa música tem uns 4 minutos, mas não achei ela completa no youtube..",0
"RT @Naraa_meireles: Como essas garotas lindas podem ir para a escola ??? Serei como um dique, ainda mais quando estiver com _",1
"RT @GlacieFranca: @otmar03 A corresp. de NY, do SBT, não disse o nome de Obama, quando falou da espionagem da CIA. Se fosse no gov. de Trum _",0
Poster Fotográfico Panorâmico da Serra do Corvo Branco do fotografo  Seergio Giusti.  Veja mais:... https://t.co/2s82d0Ce1v,0
"RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale",1
“O profissional da raposa política está no fim da carreira e o Piauí gosta dele Eh boquinha eheheh”,1
#HQEH não mostra o cuzinho no carnaval.,1
"RT @daijikishigami: E se não for bonita ele não estupra porque não merece. Elas ficam muito tristes, imaginando esse varão nú. https://t.co _",1
"... Agora refugiados com uma ideologia e Cultura completamente INCOMPATÍVEIS com as nossas, aí não tem como mesmo!",1
"RT @anais_sts: @mariaa_msj Eu não quero, então eu seria o casal feio e estúpido",1
Um mundo cheio não é nem pra mim,1
"Racismo Mulheres negras e latinas sofrem em ciência, tecnologia, engenharia e matemática> https://t.co/TPqO635N7z",1
'o problema nem sao os salarios  O PROBLEMA sao as verbas eventuais  desembargador recebendo  MIL  e a justica e cega tem cara pedindo vista nao ta enxergando nadaou se faz de cego ne STF ',0
A saudade que eu estava acabou kkkkkkk ta gorda e feia. Deixe quieto com esses lixos,1
"@jefersonstutz sim, eu sei. Foi retórica. Mas não rio acreditando.. Facepalm eterno.
Estranho seria se não fosse PSOL",0
"O amigo passa o ano inteiro dizendo: ""aquela é puta"" ""gorda"" ""não pego pq é feia"" ""feminazi"" E AGORA VEM COM ESSA HIPOCRISIA",1
MULHERÃO DA PORRA. VÉIO https://t.co/otxnHF2Jas,0
'Corta a propria Carne Teve churrasco no Planalto e nem nos chamaram Esta e a unica Carne que eles cortam Na mamata deles com certeza nada',0
@carolguzowski sim! falar em trabalho pra essa galera é muita ofensa,0
"""Queremos igualdade""
Mulheres e homens se aposentam com a mesma idade
""Isso é inapropriado!""",1
RT @mundodrogado: Antes que a homossexualidade fosse banida. Então ela foi tolerada. Hoje está normal. Vou embora antes que se torne obrigatório ...,1
'Deixem o cara em paz',0
#SabadoDetremuraSDV O Brasil não tem condições de receber refugiados de países em guerra .,0
"""E a mesma denúncia estúpida""",1
"'O gordo ainda está sorrindo, ele não consegue nem ficar de pé'",1
#PrecisamosFalarSobreAborto Vc deveria ter sido abortado,1
'quando seu retorno de R me mudou pelo trabalho que ele fez por mim',1
"Portanto, o socialismo produz refugiados. O socialismo não falha. https://t.co/E7iM31S3CJ",1
'Todos com o nordeste sempre os bandidos estão todos no sudeste',1
mulheres por favor PAREM de raspar a cabeça dos lados fica parecendo que vcs tem câncer pela metade,1
Eu sou oficialmente a mulher mais estúpida do mundo,1
pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha,0
"Temos de acreditar. O Salvador Sobral, com um fato novo e com a psicóloga do Éder, ainda pode superar a votação de 2016. #festivaldacanção",0
'O burro glamoroso ganhou mais dois',1
@Sybylla_ você tem algumas dicas de livros de ficção científica que podem ser lidos por crianças?,0
"Um torturador honrado? Ele pode
Chamar outro deputado de toureiro? Claro que você pode
Cuspiu na lenda? Nunca",1
